node_1,node_2,edge
optimization problem,min x∈Rd f(x),defined as
f(x),average of fi(x),equals
f(·),Polyak–Łojasiewicz (PL) condition,satisfies
Polyak–Łojasiewicz (PL) condition,parameter µ,has parameter
{fi(·)},L-mean-squared smooth,is
gradient method,incremental first-order oracle (IFO) calls,requires
incremental first-order oracle (IFO) calls,find ϵ-suboptimal solution,used to
condition number κ,L/µ,equals
distributed setting,connected network of n agents,involves
connected network,mixing matrix,associated with
mixing matrix,spectral gap γ,has spectral gap
communication rounds,time cost τ,has time cost per round
decentralized first-order method,lower bounds,nearly matches
Problem (1),min x∈Rd f(x),is defined as
f(x),1/n Σ fi(x),equals
fi(·),L-mean-squared smooth,is
fi(·),possibly nonconvex,is
Problem (1),finding stationary points,involves
finding global solution,general nonconvex smooth optimization,is intractable for
Problem (1),Polyak–Łojasiewicz condition (PL),is studied under
Polyak–Łojasiewicz condition (PL),f(x) - inf f(y) ≤ (1/(2µ)) ||∇f(x)||²,is defined by inequality
µ,constant,is a positive
PL condition,function value gap f(x) - f*,dominates
PL condition,gradient descent (GD) method,leads to linear convergence of
gradient descent (GD) method,global minimum,converges to
PL condition,deep neural networks,covers applications like
PL condition,deep neural networks,covers
PL condition,reinforcement learning,covers
PL condition,optimal control,covers
PL condition,matrix recovery,covers
finite-sum optimization,incremental first-order oracle (IFO) methods,solved by
incremental first-order oracle (IFO) methods,"pair {fi(x), ∇fi(x)}",accesses
IFO methods,stochastic variance reduced gradient (SVRG) methods,includes
IFO methods,stochastic recursive gradient methods,includes
stochastic variance reduced gradient (SVRG) methods,negative momentum,uses
stochastic variance reduced gradient (SVRG) methods,convex optimization,achieves optimal IFO complexity for
stochastic recursive gradient methods,nonconvex optimization,achieves optimal IFO complexity for
