node_1,node_2,edge
Translation Equivariant Transformer Neural Processes,Transformer Neural Processes,is a family of
Transformer Neural Processes,Neural Processes,is a family of
Neural Processes,posterior prediction maps,models
posterior prediction maps,posterior predictive distributions,maps data to
Translation Equivariant Transformer Neural Processes,translation equivariance,incorporates
translation equivariance,stationary data,is a symmetry of
stationary data,spatio-temporal modelling,common assumption in
Transformer Neural Processes,permutation invariant set functions,utilizes
permutation invariant set functions,Transformers,are advanced by
TE-TNPs,non-translation-equivariant counterparts,"compared to, demonstrating effectiveness"
TE-TNPs,NP baselines,"compared to, demonstrating effectiveness"
Transformers,natural language processing,effective architecture for
Transformers,computer vision tasks,effective architecture for
Transformers,ChatGPT,backbone for
Transformers,DALL-E,backbone for
Transformers,permutation equivariant set functions,understood as
Transformers,particle physics,deployed in
Transformers,molecular modelling,deployed in
Transformers,climate science,deployed in
Transformers,Bayesian inference,deployed in
NPs,meta-learning models,are a family of
NPs,predictive stochastic processes,learn mapping to
Neural Processes (NPs),predictive stochastic processes,learn mapping from observed datapoints to
Neural Processes (NPs),off-the-grid data,handle with ease
Neural Processes (NPs),missing observations,handle with ease
Neural Processes (NPs),different data modalities,can be adapted for
Neural Processes (NPs),spatio-temporal modelling,applicable to
Neural Processes (NPs),healthcare,applicable to
Neural Processes (NPs),few-shot learning,applicable to
exchangeability,permutation invariant set functions,achieved through
permutation invariant set functions,representation space,map from sets of observations to
transformers,set functions,used as
transformers,Neural Processes (NPs),used within
transformers,TNPs,give rise to
TNPs,attentive NP (ANP),includes
TNPs,diagonal TNP (TNP-D),includes
TNPs,autoregressive TNP (TNP-AR),includes
TNPs,non-diagonal TNP (TNP-ND),includes
TNPs,latent-bottlenecked ANP (LBANP),includes
spatio-temporal problems,translation equivariance,desirable property for
translation equivariance,model predictions,ensures translation of predictions when data is translated
