node_1,node_2,edge
Multi-Task Learning (MTL),shared knowledge across tasks,leverages
Multi-Task Learning (MTL),conflicting gradients,faces challenge from
conflicting gradients,fair optimization of tasks,hinders
Fair Resource Allocation,Multi-Task Learning (MTL),inspires formulation of
Multi-Task Learning (MTL),utility maximization problem,formulated as
utility maximization problem,loss decreases across tasks,maximizes
FairGrad,optimization objective,is a novel
FairGrad,flexible emphasis on tasks,enables
FairGrad,theoretical convergence guarantee,achieves
FairGrad,state-of-the-art performance,achieves
gradient manipulation methods,multi-task benchmarks,evaluated on
α-fairness,loss functions of MTL methods,incorporated into
α-fairness,performance enhancement,leads to
Multi-task learning (MTL),labeled data,aggregates
Multi-task learning (MTL),latent relationship across tasks,captures
Multi-task learning (MTL),computational overhead,reduces
Multi-task learning (MTL),natural language processing,applied in
Multi-task learning (MTL),computer vision,applied in
Multi-task learning (MTL),autonomous driving,applied in
Multi-task learning (MTL),recommendation systems,applied in
Multi-task learning (MTL),robust representations,learns
robust representations,overfitting,helps avoid
Multi-task learning (MTL),generalization,achieves better
Multi-task learning (MTL),average loss across tasks,solves
Multi-task learning (MTL),conflicting gradients,may have
Multi-Task Learning (MTL),conflicting gradients,suffers from
conflicting gradients,average loss optimization,causes degradation in
average loss optimization,largest gradient,is dominated by
gradient manipulation methods,conflicting gradients,alleviates negative impact of
gradient manipulation methods,compromised direction,finds
MGDA,max-min fairness,achieves
Nash-MTL,proportional fairness,achieves
Nash-MTL,bargaining game,formulates problem as
fair MTL,diverse fairness concepts,incorporates
fair MTL,unified framework,proposes
