node_1,node_2,edge
Machine Learning,Automated Knowledge Generation,enables
Large Language Models,Disinformation,can be exploited for proliferation of
Micro-targeted Influence Operations,Disinformation,can be exploited for proliferation of
Digital Services Act (DSA),Online Harms,addresses
Digital Services Act (DSA),Online Platforms,regulates
Machine Learning,Digital Services Act (DSA),can help quantify impacts of
Digital Services Act (DSA),Policy Impacts,requires evaluation of
Data Access,Methodological Barriers,is a component of
Isolating Marginal Regulatory Effects,Methodological Barriers,is a component of
Generalization Across Different Contexts,Methodological Barriers,is a component of
Data-driven Approaches,Regulatory Delivery,offer advantages for
Machine Learning Research,Policy Impacts on Online Harms,can help quantify
machine learning (ML),governance,requires
generative modelling,disinformation spread,exacerbates risk of
micro-targeted influence campaigns,disinformation spread,exacerbates risk of
selective exposure,disinformation spread,exacerbates risk of
large language models (LLMs),synthetic text and imagery,generates
synthetic text and imagery,false narratives,promotes
computational propaganda,psychographic targeting,involves
psychographic targeting,manipulation at scale,enables
Cambridge Analytica scandal,machine learning’s risks,revealed
unethical business practices,manipulation at scale,enables
excessive personalization,recommender systems,occurs in
excessive personalization,exposure diversity,distorts
filter bubbles,excessive personalization,enabled by
excessive personalization,filter bubbles,enables
filter bubbles,attitude polarization,intensifies
filter bubbles,viewpoint plurality,limits
artificial intelligence (AI) developments,societal harms,carries potential for
policy responses,machine learning risks,aimed at managing and mitigating
EU Digital Services Act (DSA),governance,expands over major platforms
EU Digital Services Act (DSA),platforms,categorizes by size and risk
EU Digital Services Act (DSA),obligations,imposes graduated
obligations,notice-and-takedown procedures,includes
obligations,risk assessments,includes
obligations,transparency duties,includes
obligations,independent auditing,includes
EU Digital Services Act (DSA),election interference,targets
EU Digital Services Act (DSA),public health emergencies,targets
EU Digital Services Act (DSA),disinformation,targets
regulatory text,evidence-based assessment,requires
DSA,tangible impacts,open questions remain around
dominant platforms,"legal, technical and enforcement ambiguities",characterised by
