node_1,node_2,edge
CosPGD,white-box adversarial attack,is a type of
CosPGD,pixel-wise prediction tasks,designed for
projected gradient descent (PGD),adversarial attack,is a type of
CosPGD,projected gradient descent (PGD),builds upon
CosPGD,alignment score,leverages
alignment score,pixel-wise prediction,computed from
alignment score,target,computed from
CosPGD,loss scaling,enables smooth and differentiable
CosPGD,semantic segmentation,evaluates robustness for
CosPGD,regression models,evaluates robustness for
regression models,optical flow,includes
regression models,disparity estimation,includes
regression models,image restoration,includes
CosPGD,SotA attack,outperforms previous
CosPGD,PGD,outperforms
CosPGD,semantic segmentation,attacks
CosPGD,optical flow,alters estimated optical flow
CosPGD,target flow,brings closer to target
PGD,optical flow,attacks
RAFT,optical flow,predicts
Deep Neural Networks (DNNs),complex tasks,estimate solutions for
CosPGD,code,provides
CosPGD,example usage,provides
CosPGD,estimated optical flow,alters and brings closer to target
DNNs,black-box function approximators,are
DNNs,shortcuts,find to map input to target
DNNs,biases,learn
DNNs,robustness,lack
adversarial attack,perturbation,adds to input of neural network
adversarial attack,network’s robustness,assesses
vision tasks,classification,includes
vision tasks,generative models,includes
vision tasks,image segmentation,includes
vision tasks,disparity estimation,includes
vision tasks,optical flow estimation,includes
