node_1,node_2,edge
Transformers,Foundation models,are the backbone of
Transformers,Post-Training Quantization,mitigates compute/memory/latency efficiency issues of
Post-Training Quantization,pre-trained model,modifies and quantizes
Post-Training Quantization,eight bits or lower,quantizes to
Quantization,Fusion Frames,uses concept from Harmonic analysis called
Fusion Frames,Harmonic analysis,concept borrowed from
Quantization,Fusion Frame representations,must take place in
Quantization,addition of noise,interpreted as
Fusion Frame representations,consistent recovery and noise robustness guarantees,allows invoking
Quantization,de-noising filters,can be applied via
FrameQuant,Transformer models,quantizes to two bits
FrameQuant,two-bit quantization,achieves
two-bit quantization,sizable efficiency gains,promises
Transformer models,two-bit quantization,promises efficiency gains
Transformer-based Large Language Models (LLMs),Natural Language Processing tasks,dominate
Natural Language Processing tasks,language translation,includes
Natural Language Processing tasks,text summarization,includes
Vision Transformers (VITs),computer vision,adapted for
Vision Transformers (VITs),image classification,achieves state-of-the-art results on
Vision Transformers (VITs),object detection,achieves state-of-the-art results on
Vision Transformers (VITs),generation,achieves state-of-the-art results on
Vision Transformers (VITs),segmentation,achieves state-of-the-art results on
large models,strong performance improvements,offer
large models,deployment challenges,creates
deployment challenges,expensive hardware,includes
deployment challenges,data center costs,increases
deployment challenges,consumer-grade machines,difficult to load on
deployment challenges,heterogeneous resource-constrained devices,almost infeasible to handle
efficiency-focused strategies,model deployment,address challenges of
heterogeneous resource-constrained devices,model compression,motivates
model compression,distillation,includes
model compression,pruning,includes
model compression,sparsity,includes
model compression,quantization,includes
Post-Training Quantization,model architecture,does not change
Post-Training Quantization,training scheme,does not change
FrameQuant,Post-Training Quantization,is a new scheme of
FrameQuant,model size,reduces
FrameQuant,model quality,preserves
FrameQuant,fractional number of bits,enables equivalent use of
low-bit quantization regime,model quality,deteriorates
Transformer-based models,low-bit quantization regime,suffer from
FrameQuant,redundant/over-complete representation,computes
redundant/over-complete representation,pre-trained weight matrix,represents
FrameQuant,quantization error,provides robustness to
