node_1,node_2,edge
aLLM4TS,Large Language Models (LLMs),adapts
aLLM4TS,time-series representation learning,framework for
time-series forecasting,multi-patch prediction task,reconceived as
multi-patch prediction task,mask-and-reconstruction methods,compared to
multi-patch prediction task,temporal dynamics,captures
two-stage training,causal continual pre-training phase,includes
two-stage training,fine-tuning for multi-patch prediction,includes
causal continual pre-training phase,next patch prediction,anchored on
causal continual pre-training phase,LLM capabilities,syncs with time-series data
patch-wise decoding layer,sequence-level decoding,departs from
patch-wise decoding layer,individual patches,transposes into temporal sequences
aLLM4TS,downstream tasks,demonstrates superior performance in
aLLM4TS,temporal representations,derives with enhanced transferability
Time-series analysis (TSA),real-world applications,plays a pivotal role in
Time-series analysis (TSA),forecasting,includes task of
Time-series analysis (TSA),classification,includes task of
Time-series analysis (TSA),anomaly detection,includes task of
versatile time-series representation,diverse downstream tasks,capable of addressing
self-supervised learning strategies,contrastive learning,includes approach of
self-supervised learning strategies,mask-and-reconstruction modeling,includes approach of
temporal representations,enhanced transferability,characterized by
temporal representations,adaptation of LLMs for time-series analysis,marks a pivotal advancement in
high-level representation optimization,downstream low-level tasks,has inconsistencies with
temporal disruption,random masking,caused by
high-level representation optimization,downstream low-level tasks,relationship between
random masking,temporal disruption,causes
large language models (LLMs),natural language processing,revolutionized
LLMs,various modalities,extends adaptability through prompting or fine-tuning
LLMs,TSA (Time-Series Analysis),leveraged for
frozen LLMs,TSA,used in
frozen LLMs,prompts,used through artful design of
frozen LLMs,reprogramming input time-series,used through
fine-tuning LLMs,specific TSA tasks,experimented with
implicit representation adaption,comprehensive time-series representation,falls short in generating
inappropriate sequence-wise decoder,comprehensive time-series representation,falls short in generating
aLLM4TS,LLMs,fully realizes potential of
aLLM4TS,general time-series representation learning,framework for
time-series forecasting,self-supervised learning,reconceptualized as
