node_1,node_2,edge
Total Variation Distance,Probabilistic Inference,connected via a novel reduction from TV distance estimation to probabilistic inference
Total Variation Distance,Probabilistic Inference,reduction is structure-preserving and efficient
Total Variation Distance,FPRAS,FPRAS for estimating TV distances between same-structure distributions over Bayes nets
Probabilistic Inference,Bayes Nets,efficient probabilistic inference algorithm exists for Bayes nets
Bayes Nets,Treewidth,small treewidth enables efficient inference
Total Variation Distance,Product Distributions,prior approximation schemes only existed for product distributions
Partial Couplings,High-Dimensional Distributions,new notion of partial couplings used in the approach
Graphical Models,Probability Distribution,graphical models represent high-dimensional probability distributions succinctly
Graphical Model,Conditional Dependencies,graph describes conditional dependencies among variables
graph,conditional dependencies,describes
probability distribution,graph,factorized according to adjacency relationships in
directed graph,Bayesian network,is known as
Bayesian network,Bayes net,also known as
distance computation,probabilistic inference,are two fundamental computational tasks on distributions
distance computation,probabilistic inference,novel connection established between
statistical distance,Bayes net distributions,estimated between
relative error approximation algorithms,statistical distance,designed for estimating
Bayes net distributions,small treewidth,have
error approximation algorithms,statistical distance,estimate
statistical distance,Bayes net distributions,between
Bayes net distributions,small treewidth,characterized by
total variation distance,statistical distance,also known as
total variation distance,probability distributions,measures dissimilarity between
total variation distance,metric,is a
total variation distance,couplings,measures minimum probability of inequality in
total variation distance,probability and statistics,employed in
total variation distance,machine learning,employed in
