node_1,node_2,edge
Random features models,naive imputation,used to study the success of
naive imputation,missing data,method to deal with
naive imputation,bias,expected to induce
bias,high-dimensional linear predictors,low in context of
missing data,MCAR,assumed to be
linear predictors,naive imputation,bias negligible for
random features model,predictive performances,offers framework for studying
stochastic gradient (SGD) predictors,zero-imputed data,applied to
zero-imputed data,large-scale learning,suited for
MCAR assumption,complex missing data scenarios,similar behaviors occur for
Missing data,real-world datasets,appear in
Missing data,handling techniques,requires
machine learning algorithms,missing values,do not natively handle
tree-based methods,missing values,handle natively
imputation,missing entries,fills
imputation,complete dataset,produces
mean imputation,common practice,is
mean imputation,data distributions,distorts
mean imputation,variances,lowers
mean imputation,inconsistent parameter estimation,can lead to
data distributions,lowering variances,affected by
lowering variances,inconsistent parameter estimation,leads to
missing values literature,parametric models,focuses on inference in
parametric models,linear models,includes
parametric models,logistic models,includes
simple imputation,mean imputation,example of
simple imputation,reasonable predictive performances,induces
complex imputation techniques,MICE,example of
impute-then-regress strategies,first imputing data,works by
impute-then-regress strategies,fitting a learning algorithm,then
mean imputation,inconsistent parameter estimation,leads to
impute-then-regress procedures,consistent,can be
impute-then-regress procedures,universally consistent learning algorithm,depends on
Le Morvan et al. (2021),consistency results of mean-imputation,generalized
single imputation strategies,consistent predictors,can lead to
impact of imputation strategy,specific regression models,must be analyzed for
