node_1,node_2,edge
Scalable Online Exploration via Coverability,exploration objectives,proposes
exploration objectives,policy optimization objectives,are
exploration objectives,downstream maximization of any reward function,enables
L1-Coverage,exploration objectives,is a new type of
L1-Coverage,previous exploration schemes,generalizes
L1-Coverage,L1-Coverability,associated with
L1-Coverability,intrinsic statistical difficulty of the underlying MDP,reflects
L1-Coverability,Block and Low-Rank MDPs,subsumes
L1-Coverage,efficient planning,supports
efficient planning,standard policy optimization,reduces to
standard policy optimization,policy gradient and Q-learning approaches,allows integration with
L1-Coverage,efficient exploration,enables
efficient exploration,computationally efficient model-based and model-free algorithms,enables
computationally efficient model-based and model-free algorithms,online reinforcement learning in MDPs with low coverability,for
L1-Coverage,off-the-shelf policy optimization algorithms,drives
off-the-shelf policy optimization algorithms,explore the state space,to
reinforcement learning,control,applications of
reinforcement learning,exploration,requires
state space,exploration,target of
sample complexity,exploration,addressed by
theoretical research,sample-efficient exploration,provides conditions for
computational efficiency,exploration,barrier to
exploration objectives,efficient algorithms,framework for developing
exploration objective,policy,incentivizes
policy,state space,explores
exploration objective,policy,incentivizes exploration of state space
exploration objective,downstream tasks,gathers data for
exploration objective,intrinsic complexity control,satisfies desideratum
exploration objective,efficient planning,satisfies desideratum
exploration objective,efficient exploration,satisfies desideratum
intrinsic complexity control,state space,covers to best extent
intrinsic complexity control,sample complexity guarantees,enables for downstream learning
sample complexity guarantees,MDP,reflects intrinsic statistical difficulty of
efficient planning,MDP,optimized when MDP is known
efficient exploration,MDP,optimized when MDP is unknown
exploration objectives,existing pipelines,integrated with
exploration objectives,policy gradient methods,equipped with exploration bonuses in empirical research
exploration objectives,value-based methods,equipped with exploration bonuses in empirical research
