node_1,node_2,edge
regression algorithms,unreliable behavior,may exhibit
unreliable behavior,aleatoric uncertainty,arises from
unreliable behavior,model uncertainty,arises from
regression,unreliability,defined as output exceeding a specified discrepancy
discrepancy density,probabilistic modeling,estimated using
statistical diversity,discrepancy density,measured using a metric for statistical dissimilarity
data-driven score,uncertainty of regression outcome,expresses
error detection,regression tasks,improved in
uncertainty quantification,safe machine learning systems,contributes to
reliability,catastrophic errors,aims to prevent
trustworthy models,anomalous patterns,identification of
anomalous patterns,out-of-distribution detection,triggers research in
anomalous patterns,selective classification,triggers research in
anomalous patterns,misclassification detection,triggers research in
anomalous patterns,adversarial attacks,triggers research in
anomalies,aleatoric uncertainty,may stem from
Anomalies,aleatoric uncertainty,stem from
Anomalies,heteroscedastic uncertainty,stem from
unreliable behavior,approximation errors,associated with
unreliable behavior,model uncertainty,associated with
model uncertainty,regressor,occurs when not statistically close to potential observations
discrepancy,sub-optimal model selection,arises from
discrepancy,inadequate model fitting,arises from
discrepancy,insufficient training,arises from
identifying anomalous predictions,uncertainty quantification,closely connected to
uncertainty quantification,model predictions,assesses uncertainty inherent in
classification tasks,probability distribution across labels,involves estimating
regression problems,uncertainty estimation,requires additional
uncertainty estimation,conditional distribution,form of
uncertainty estimation,prediction interval,form of
