node_1,node_2,edge
Federated Learning (FL),Byzantine clients,is prone to arbitrary manipulation by
FedAvg algorithm,robust averaging rule,is replaced by to robustify against adversarial clients
FedRo,robust averaging rule,denotes federated robust averaging using
client subsampling,effective fraction of Byzantine clients,increases
local steps,drift between local updates,increase
FedRo,client subsampling,impact of is analyzed
FedRo,local steps,impact of is analyzed
client subsampling,nearly-optimal convergence of FedRo,sufficient condition on for
learning accuracy,number of clients,rate of improvement diminishes with respect to
FedRo,smooth non-convex loss,designed for
learning accuracy,number of clients subsampled,rate of improvement diminishes with respect to
learning error due to Byzantine clients,number of local steps,decreases with
Federated Learning (FL),machine-learning scheme,is a
Federated Learning (FL),training data,distributes across clients
central server,clients,coordinates training by iteratively querying
clients,raw data,do not share with server
federated averaging (FedAvg),Federated Learning (FL),is the most common algorithm for
Federated Averaging (FedAvg),Machine Learning Models,trains
Server,Model,broadcasts to clients
Server,Clients,selects subset at random
Clients,Local Data,uses for local updates
Clients,Local Model,sends back to server
Server,Local Models,averages to update global model
Federated Learning (FL),Byzantine Clients,vulnerable to
Byzantine Clients,Local Model Updates,sends arbitrarily bad
Robust Aggregation Rule,Averaging Operation,replaces to impart robustness
Robust Aggregation Rule,Outliers,filters out
