node_1,node_2,edge
Gaussian processes (GPs),stationary covariance functions,are defined using
stationary covariance functions,mean reverting,are always
mean reverting,pathological behavior,can exhibit
improper GP priors,infinite variance,have
improper GP priors,stationary but not mean reverting processes,define
non-positive kernels,improper GP priors,are used in
non-positive kernels,limit regime,can only be defined in
posterior distributions,non-positive kernels,are computed analytically from
posterior distributions,usual formulas,involves a simple correction of
non-reverting covariance functions,squared exponential kernel,closely resemble
non-reverting covariance functions,Matérn class,closely resemble
non-positive kernels,pathologies of mean reverting GP regression,solve
non-positive kernels,ordinary smooth stationary kernels,retain favorable properties of
Gaussian processes (GPs),Gaussian distributions,are infinite-dimensional generalizations of
Gaussian processes (GPs),machine learning,have gained widespread adoption in
Gaussian processes (GPs),spatial statistics,have gained widespread adoption in
Gaussian processes (GPs),statistical signal processing,have gained widespread adoption in
Gaussian processes (GPs),neural networks,offer a mathematically tractable way to study
Gaussian processes (GPs),non-parametric models,provide robust
Gaussian processes (GPs),structured prior distributions,are used to specify
Gaussian processes (GPs),covariance function,properties depend on
covariance function,kernel,also known as
Gaussian processes (GPs),polynomial growth,samples can exhibit
Gaussian processes (GPs),quasi-periodic oscillations,samples can exhibit
Gaussian processes (GPs),fractality,samples can exhibit
Gaussian processes (GPs),smoothness,samples can exhibit
polynomial growth,behaviors,is a type of
quasi-periodic oscillations,behaviors,is a type of
fractality,behaviors,is a type of
smoothness,behaviors,is a type of
covariance functions,machine learning,commonly used in
stationary covariance functions,covariance functions,is a subtype of
isotropic covariance functions,covariance functions,is a subtype of
stationary covariance functions,mean-reversion,induces
mean-reversion,perturbations,causes relaxation towards average
improper GP priors,stationary kernels,enables non-mean-reverting use
improper GP priors,infinite variance,has property of
improper GP priors,flat distribution,has distribution of values as
non-positive kernels,improper GP priors,introduced in context of
improper priors,Bayesian statistics,well-established in
improper priors,machine learning,well-established in
improper prior,non-normalizable density,is defined as
improper prior,proper normalizable posterior,provides
improper priors,uninformative prior models,often used as
univariate Gaussian inference,"prior N (x; 0, ν2)",uses
univariate Gaussian inference,"likelihood N (y; x, σ2)",uses
posterior distribution,biased estimator,provides
data y,origin,shrunk towards
