node_1,node_2,edge
Disentanglement Learning,Topology,uses topological analysis for disentanglement
TopDis,Disentanglement Learning,is a method for
TopDis,multi-scale topological loss term,adds
Disentanglement,data representations,is a property of
Disentanglement,explainability,is substantial for
Disentanglement,robustness,is substantial for
Disentanglement,high-level cognition,is a step towards
state-of-the-art methods,VAE,are based on
state-of-the-art methods,joint distribution of latent variables,encourage factorization of
TopDis,topological similarity,optimizes
topological similarity,data manifolds traversals,is measured for
TopDis loss,disentanglement scores,improves
TopDis loss,reconstruction quality,preserves
TopDis,unsupervised manner,works in
TopDis loss,correlated factors of variation,works even when
TopDis loss,trained GAN,finds disentangled directions in
disentangled representations,factors of variation,each component corresponds to one factor of variation
disentangled representations,interpretable and robust representations,are crucial for achieving
disentangled representations,domain adaptation,enable effective
TopDis loss,disentangled directions,used to find in a trained GAN
TopDis pipeline,encoding a batch of data samples,involves
TopDis pipeline,shift in a latent code,involves applying
TopDis pipeline,decoding original and shifted latents,involves
TopDis pipeline,calculating TopDis loss,involves
TopDis loss,two resulting point clouds,calculated between
disentangled representations,domain adaptation,enable effective
disentangled representations,unsupervised domain adaptation,improve performance in
disentangled representations,zero-shot learning,useful for
disentangled representations,few-shot learning,useful for
disentangled representations,controllable image editing,enable
controllable image editing,image synthesis,useful in
controllable image editing,style transfer,useful in
controllable image editing,image manipulation,useful in
disentangled representations,high-level cognition,vital component for achieving
high-level cognition,understand and reason about the world,refers to
disentangled representations,Variational Autoencoder (VAE),found by modifying
