node_1,node_2,edge
learning,unknown object,learns from training data
training data,linear measurements,consists of
model class,nonlinear model classes,includes
framework,Hilbert spaces,allows objects in
framework,learning guarantees,establishes
learning guarantees,generalization bounds,ensures near-best
variation,model class,defined with respect to distribution of sampling operators
framework,matrix sketching,accommodates
framework,compressed sensing,accommodates
framework,active learning,accommodates
framework,generative models,accommodates
learning problem,computer science,is a fundamental problem in
approximate representation,nonlinear model class,learned in
nonlinear model class,approximation space,also known as
nonlinear model class,hypothesis set,also known as
training data,distribution,generated randomly according to
learning guarantees,training data,depends on amount of
learning guarantees,model class,influenced by choice of
learning guarantees,random process,influenced by
training data,regression,consists of pointwise evaluations in
training data,computational imaging,consists of samples of Fourier or Radon transform in
model class,polynomial spaces,example of specific
Radon transform,target image,applied to
polynomial spaces,model classes,example of
spaces of sparse vectors,model classes,example of
spaces of low-rank matrices or tensors,model classes,example of
generative models,model classes,example of
single-layer neural networks,model classes,example of
multi-layer neural networks,model classes,example of
Fourier sparse functions,model classes,example of
sparse random feature models,model classes,example of
unified framework,learning with nonlinear model classes,introduces
unified framework,arbitrary linear samples,uses
object,separable Hilbert space,element of
measurement,random linear operator,taken according to
measurements,scalar-valued,can be
measurements,vector-valued,can be
measurements,Hilbert space,can take values in
measurements,multimodal,can be
multimodal measurements,different distributions of random linear operators,generated by
nondegeneracy condition,multimodal measurements,required for
model class,union of finite-dimensional subspaces,contained in
learning guarantees,variation of the model class,given in terms of
variation of the model class,sampling distributions,with respect to
