node_1,node_2,edge
Masked Image Modeling (MIM),self-supervised learning,is a type of
Masked Image Modeling (MIM),unlabeled images,enables learning from
Masked Image Modeling (MIM),reconstructing masked parts,involves
stochastic positional embeddings (StoP),Masked Image Modeling (MIM),improves
stochastic positional embeddings (StoP),location uncertainty,incorporates
stochastic positional embeddings (StoP),Gaussian distribution,uses positions drawn from
stochastic positional embeddings (StoP),overfitting to location features,reduces
stochastic positional embeddings (StoP),robust features,guides model toward learning
Masked Image Modeling (MIM),downstream tasks,improves performance on
ImageNet linear probing,ViT-B,achieves +1.7% improvement on
ViT-H,1% of data,achieves +2.5% improvement using
Masked Image Modeling (MIM),Masked Auto-Encoders (MAE),includes
Masked Image Modeling (MIM),I-JEPA,includes
Masked Auto-Encoders (MAE),reconstruction error in pixel space,trained to minimize
I-JEPA,reconstructs image features,trained to
Masked Image Modeling (MIM),invariance-based self-supervised learning methods,compared to
invariance-based self-supervised learning methods,DINO,includes
invariance-based self-supervised learning methods,iBOT,includes
Masked Image Modeling (MIM),hand-crafted augmentations,does not require heavy use of
MAE,I-JEPA,predict tokens deterministically
StoP,masked tokens,predicts in stochastic positions
StoP,overfitting to location features,prevents
StoP,improved MIM performance,leads to
linear probing,ImageNet,evaluated on
MIM,hand-crafted augmentations,does not require heavy use of
MIM,mini-batch statistics,does not require
MIM,uniform cluster prior,does not require
MIM,location uncertainties,challenged by
location uncertainties,semantic content,requires predicting right
MAE,location uncertainty,does not model
I-JEPA,location uncertainty,does not model
Stochastic positional embeddings (StoP),location uncertainty,addresses
Stochastic positional embeddings (StoP),masked token positions,introduces noise to
Stochastic positional embeddings (StoP),MIM models,turns into stochastic ones
StoP,downstream performance,improves
