node_1,node_2,edge
Predictor-based methods,Neural Architecture Search (NAS),enhance optimization of
Encoding neural network architectures,Predictor efficacy,influences
Traditional encodings,Adjacency matrix,used to describe graph structure
Novel encodings,Unsupervised pretraining of latent representations,embrace approach of
Novel encodings,Vectors of zero-cost proxies,embrace approach of
Neural encodings,Structural encodings,categorized into type
Neural encodings,Learned encodings,categorized into type
Neural encodings,Score-based encodings,categorized into type
Unified encodings,NAS predictors,extend to multiple search spaces
FLAN (Flow Attention for NAS),Predictor design,integrates critical insights on
FLAN (Flow Attention for NAS),Transfer learning,integrates critical insights on
FLAN (Flow Attention for NAS),Unified encodings,integrates critical insights on
FLAN (Flow Attention for NAS),Training NAS accuracy predictors,enables cost reduction for
Neural Architecture Search (NAS),neural network design,automates
Neural Architecture Search (NAS),neural network search space,consists of
Neural Architecture Search (NAS),search algorithm,consists of
Neural Architecture Search (NAS),optimization objectives,consists of
search algorithm,search space,navigates
optimization objectives,NN accuracy,includes
optimization objectives,latency,includes
NAS,computational cost,has challenge of
computational cost,sample efficiency,attributed to
computational cost,evaluation cost,attributed to
search algorithms,reinforcement learning,includes
search algorithms,evolutionary search,includes
search algorithms,differentiable methods,includes
evaluation cost,reduced-training accuracy,reduced by
evaluation cost,zero-cost proxies,reduced by
evaluation cost,accuracy predictors,reduced by
accuracy predictors,surrogate models,also known as
sample-based NAS algorithms,accuracy predictors,utilizes
surrogate models,sample-based NAS algorithms,used as
accuracy predictors,sample-based NAS algorithms,utilized by
accuracy predictors,candidate NN,evaluates
accuracy predictors,search space,navigates
prediction-based NAS,accuracy predictors,based on
encoding method,NAS,integral element within
encoding method,NN architectures,represents
graph-based encodings,adjacency matrices,includes
graph-based encodings,path enumeration,includes
unsupervised auto-encoders,encoding NNs,method for
zero-cost proxies,encoding NNs,method for
clustering NNs by computational similarity,encoding NNs,method for
latent representations,encoding NNs,learned by
structural encodings,graph structure of NN architecture,represents
