node_1,node_2,edge
Safe Policy Improvement,Multi-Agent MDPs,applied to
Monte Carlo Tree Search,Safe Policy Improvement with Baseline Bootstrapping,used for
Max-Plus,Variable Elimination,is a novel extension of
centralized behavior policy,dataset of trajectories,uses
algorithm,improved policy,generates
joint actions,Max-Plus,selected by
safety criteria,local actions,constrains
multi-agent SysAdmin,multi-UAV Delivery,evaluated on
factorization,transition model,exploits
factorization,value function,exploits
fleets of mobile robots,warehouses,collecting and delivering goods in
teams of drones,environmental monitoring,used for
competitive real-time strategy games,virtual scenarios,example of
agents,competitive real-time strategy games,explore without safety concerns in
real-world applications,collecting experience,impractical due to safety issues in
RL and MARL applications,real-world domains,deployment in
good decisions,minimum interactions with the environment,reliably make with
Offline RL,batches of historical data,learns policies from
batches of historical data,behavior policies,collected by
behavior policies,sub-optimal expert-designed policies,example of
Offline RL,reliability challenges,faces
behavior policies,distribution shifts,cause
distribution shifts,high variability in performance,result in
Safe Policy Improvement (SPI),behavioral policy,improves
Safe Policy Improvement (SPI),historical data,exploits information from
Safe Policy Improvement (SPI),probabilistic guarantees,provides
offline multi-agent settings,reliability guarantees of SPI algorithms,lack
multi-agent problems,combinatorial number of joint actions,characterized by
combinatorial number of joint actions,number of agents,grows exponentially with
offline multi-agent setting,data availability,faces issues due to
limited exploration of the behavior policy,data availability,results in
fully observable multi-agent problem,single-agent problem with centralized controller,can be treated as
centralized controller,agents,coordinates
large joint action space,policy optimization,makes intractable
