node_1,node_2,edge
GNNs,message passing,rely on exchange of messages to distribute information along edges
graph topology,information propagation,certain topologies lead to inefficient propagation
over-squashing,graph rewiring,existing methods address over-squashing by rewiring
Delaunay Triangulation,graph construction,constructs a graph directly from features
Delaunay Triangulation,over-smoothing,topological properties mitigate over-smoothing
Delaunay Triangulation,over-squashing,topological properties mitigate over-squashing
Delaunay Triangulation,graph rewiring methods,outperforms established graph rewiring methods
Graph Neural Networks (GNNs),message-passing paradigm,employs
message-passing paradigm,node representations,updates
node representations,neighboring nodes,aggregates information from
GNNs,chemistry,finds applications in
GNNs,information retrieval,finds applications in
GNNs,social network analysis,finds applications in
GNNs,knowledge graphs,finds applications in
classical MPNNs,heterophilic case,diminished performance in
heterophilic case,adjacent nodes,exhibits dissimilar labels in
one-hop message propagation,non-local interactions,necessitates stacking layers to capture
excessive message passing,oversmoothing,leads to
oversquashing,fixed-size vector,occurs when information is compressed into
oversquashing,discrete Ricci curvature,can be identified through
discrete Ricci curvature,local structural properties,is a measure of
bottlenecks,over-squashing,correlated with
over-squashing,message passing,decreases effectiveness of
graph rewiring,over-squashing,mitigates
graph rewiring,structural bottlenecks,minimizes
structural graph features,graph rewiring,used for
edge curvature,structural graph features,is a type of local
resistance,structural graph features,is a type of global
discrete Ricci curvature,local structural properties,is an example of
local structural properties,bottlenecks,identifies
existing rewiring methods,original graph,modifies
document classification,graph structure,may lack accessible
physics simulation,graph structure,may lack accessible
entity representation,graph structure,may lack accessible
