node_1,node_2,edge
neural scaling laws,performance of neural networks,"describes predictable improvement with training time, dataset size, and model size"
compute-optimal scaling law,performance,reports performance as a function of compute units when model sizes are chosen optimally
random feature model,neural scaling laws,analyzed as a solvable model that reproduces observations about neural scaling laws
training time,model size,have different power law exponents in scaling of performance
compute-optimal scaling rule,training steps,predicts training steps are increased faster than model parameters
networks,infinite-width dynamics,converge at a rate 1/width early in training
networks,rate width−c,"exhibit rate width−c at late time, depending on architecture and task structure"
training loss,test loss,gap builds up over time due to repeated reuse of data
neural scaling laws,deep learning practice,play a central role in
neural scaling laws,model size,imply optimal trade-off between
neural scaling laws,training time,imply optimal trade-off between
neural scaling laws,architecture selection,have implications for
understanding scaling laws,better architectures,offers insight into
understanding scaling laws,better datasets,offers insight into design of
understanding scaling laws,failure modes of deep learning,offers insight into
training loss,test loss,gap builds up over time due to data reuse
large language models,performance,achieve better with more parameters and steps
large vision models,performance,achieve better with more parameters and steps
loss metrics,power law behavior,exhibit regular scaling
test loss,training time,scales as a power-law with exponent rt
test loss,model size,scales as a power-law with exponent rN
test loss,compute,scales as a power-law when N and t are set optimally
compute,model size,proportional to product of model size and training steps
compute,training time,proportional to product of model size and training steps
compute-optimal scaling law,test loss,describes power-law scaling with compute
scaling law exponents,dataset,depend on
scaling law exponents,architecture,depend on
exponent rt,exponent rN,exhibit a discrepancy
exponent gap,compute-optimal scaling,leads to asymmetric scaling of parameters
model size,compute budget C,scales as N ∝ C^c1
training time,compute budget C,scales as t ∝ C^c2 with c2 > c1
