node_1,node_2,edge
foundation models,large language models (llms),"Foundation models are discussed as valuable tools in medicine, while the context mentions leveraging LLMs in complex medical tasks."
medical decision-making agents (mdagents),llms,MDAgents are introduced as a framework to address the gap in leveraging LLMs in medical tasks by automatically assigning a collaboration structure to a team of LLMs.
medical decision-making agents (mdagents),real-world medical decision-making processes,MDAgents are designed to emulate real-world medical decision-making processes in adapting to tasks of different complexities.
mdagents,baseline methods,Evaluation of MDAgents is done against baseline methods using state-of-the-art LLMs across medical knowledge and diagnosis benchmarks.
mdagents,human physicians,MDAgents' performance is compared against human physicians' medical complexity classification in real-world medical tasks.
mdagents,moderator review and external medical knowledge,"MDAgents utilize a combination of moderator review and external medical knowledge in group collaboration, resulting in improved accuracy in diverse medical tasks."
group collaboration,average accuracy improvement,group collaboration resulted in an average accuracy improvement of 11.8%
medical decision-making (mdm),clinicians,MDM is a multifaceted and intricate process in which clinicians collaboratively navigate diverse sources of information to reach a precise and specific conclusion
clinicians,diverse sources of information,clinicians collaboratively navigate diverse sources of information
primary care physician (pcp),specialist,a primary care physician (PCP) may refer a patient to a specialist when faced with a complex case
patient,specialist,a patient visiting the emergency department or urgent care might be triaged and then directed to a specialist for further evaluation
medical decision-making (mdm),interpreting complex and multi-modal data,MDM involves interpreting complex and multi-modal data
complex and multi-modal data,imaging,"complex and multi-modal data, such as imaging, electronic health records (EHR), physiological signals, and genetic information"
complex and multi-modal data,electronic health records (ehr),"complex and multi-modal data, such as imaging, electronic health records (EHR), physiological signals, and genetic information"
large language models (llms),ai support in mdm,Large Language Models (LLMs) have shown potential for AI support in MDM
llms,medical literature,they are able to process and synthesize large volumes of medical literature
llms,clinical information,they are able to process and synthesize large volumes of clinical information
llms,probabilistic reasoning,support probabilistic reasoning
llms,causal reasoning,support causal reasoning
medical applications,careful design,there is no silver bullet in medical applications that require careful design
hyewon jeong,md degree,"Hyewon Jeong received her MD degree from Yonsei University College of Medicine, South Korea"
physicians,llms,Comparison results between human physicians and LLMs are detailed in Appendix F.
framework,mdagents,Figure 1 shows the Medical Decision-Making Agents (MDAgents) framework.
framework,medical query,"The framework performs medical complexity check, recruitment, analysis and synthesis, and decision-making steps for different medical queries."
framework,medical datasets,"Given a medical query from different medical datasets, the framework performs several steps."
tools,multi-agent llms,"Decision-making tools, including multi-agent LLMs, have shown promise in non-medical domains."
design,generalist,The 'generalist' design has not effectively integrated the real-world systematic MDM process.
clinicians,mdm,"Clinicians consider the current and past history of the patient, available evidence from medical literature, and their domain expertise and experience for Medical Decision-Making (MDM)."
example,mdm,One example of Medical Decision-Making (MDM) is to triage patients in the emergency room based on the severity and complexity of their medical conditions.
patients,conditions,Patients with various medical conditions are triaged in the emergency room based on severity and complexity.
patients,pcp,Patients with stable chronic conditions could be managed by their Primary Care Provider (PCP).
patients,injuries,Patients with injuries that involve multiple organs or chronic conditions often require multiple collaborative discussions.
mdt,ict,MDT and ICT are forms of collaborative discussions among specialty physicians
mdagents,llms,MDAgents is an adaptive medical decision-making framework that leverages LLMs
mdagents,ai agents,MDAgents involve dynamic collaboration among AI agents based on task complexity
mdagents,solo and group methods,MDAgents demonstrate superior performance in accuracy over solo and group methods on medical benchmarks
mdagents,mdm instance,MDAgents' ability to find the appropriate complexity level for each MDM instance
language models in medical decision-making llms,medical decision-making,LLMs have shown promise in a range of applications within the medical field
llms,language models in medical decision-making llms,LLMs have shown promise in a range of applications within the medical field
medical decision-making,llms,LLMs have shown promise in a range of applications within the medical field
mdagents,llms,MDAgents is the only one to perform all key dimensions of LLM decision-making
retrieval augmented generation (rag),gpt-4,RAG and GPT-4 are both models used in the medical field for leveraging latent medical knowledge.
gpt-4,usmle,GPT-4 surpasses the passing score on USMLE by over 20 points with richer prompt crafting.
gpt-4,med-palm,GPT-4 can outperform fine-tuned models including Med-PaLM by prompt tuning.
general-purpose llms,medprompt and ensemble refinement,General-purpose LLMs have inspired various techniques such as Medprompt and ensemble refinement to improve LLM reasoning.
general-purpose llms,rag tools,General-purpose LLMs have inspired RAG tools that use external resources to improve the factuality and completeness of LLM responses.
mediq,llm reliability in clinical settings,Frameworks like MEDIQ advance LLM reliability in clinical settings by enhancing information-seeking through adaptive question-asking and uncertainty reduction.
uot,llm reliability in clinical settings,UoT advances LLM reliability in clinical settings by enhancing information-seeking through adaptive question-asking and uncertainty reduction.
llm reliability in clinical settings,diagnostic processes,Enhanced LLM reliability in clinical settings supports more realistic diagnostic processes.
solitary llm,real-world mdm,A solitary LLM may not fully encapsulate the collaborative and multidisciplinary nature of real-world MDM.
expert llms,collaboration,Joining multiple expert LLMs for effective collaboration leads to solving complicated medical tasks with greater accuracy.
studies,collaboration frameworks,An array of studies have explored effective collaboration frameworks.
multi-agent collaboration,studies,The term 'studies' is related to 'Multi-Agent Collaboration' as it signifies the array of studies that have explored effective collaboration frameworks between multiple LLM agents.
multi-agent collaboration,llm agents,The term 'LLM agents' is related to 'Multi-Agent Collaboration' as it refers to the multiple LLM agents involved in the collaboration frameworks.
multi-agent collaboration,capability,The term 'capability' is related to 'Multi-Agent Collaboration' as it emphasizes enhancing capability above and beyond an individual LLM through collaboration.
collaboration frameworks,roles,The term 'roles' is related to 'collaboration frameworks' as it describes how each agent adopts a specific role in the framework like an Assistant Agent or a Manager Agent.
collaboration frameworks,sub-steps,The term 'sub-steps' is related to 'collaboration frameworks' as tasks are broken down into sub-steps and solved collaboratively in the framework.
role-playing,collaboration,The term 'collaboration' is related to 'role-playing' as it focuses on collaboration and multi-step problem-solving.
role-playing,multi-step problem-solving,The term 'multi-step problem-solving' is related to 'role-playing' as it is the main focus of the role-playing framework.
multi-agent debate,task independence,The term 'task independence' is related to 'multi-agent debate' as it prompts each agent to solve the task independently in this framework.
multi-agent debate,shared response convergence,The term 'shared response convergence' is related to 'multi-agent debate' as agents reason through others' answers to converge on a shared response in this framework.
voting,multi-disciplinary collaboration,The term 'multi-disciplinary collaboration' is related to 'Voting' as they are both similar frameworks used in multi-agent interactions.
group discussions,reconcile,The term 'ReConcile' is related to 'group discussions' as it is a specific type of group discussions used in multi-agent collaboration.
frameworks,existing setups,The term 'existing setups' is related to 'frameworks' as they are compared across key dimensions in multi-agent interaction.
multi-agent configurations,performance impact,"The term 'performance impact' is related to 'multi-agent configurations' as the static architecture may lead to suboptimal configurations, negatively impacting performance."
multi-agent approaches,computationally inefficient,The term 'computationally inefficient' is related to 'multi-agent approaches' as there is a risk of being computationally inefficient or expensive to employ.
multi-agent approaches,justify costs,The term 'justify costs' is related to 'multi-agent approaches' as they need to justify the costs with noticeable justifications.
models,frameworks,Models and frameworks could generalize better to different tasks.
frameworks,optimal collaboration strategy,The proposed framework dynamically assigns the optimal collaboration strategy at inference time.
mdagents,medical decision-making agents,MDAgents is the abbreviation for Medical Decision-making Agents.
mdagents,stages,MDAgents incorporates four stages in its design.
medical complexity check,medical query,The system evaluates the medical query through the Medical Complexity Check.
expert recruitment,primary care clinician (pcc),"Based on complexity, the framework activates a single Primary Care Clinician for low complexity issues."
expert recruitment,multi-disciplinary team (mdt) or integrated care team (ict),"Based on complexity, the framework activates a Multi-disciplinary Team or Integrated Care Team for moderate or high complexities."
analysis and synthesis,solo queries,Solo queries use prompting techniques like Chain-of-Thought and Self-Consistency.
analysis and synthesis,mdts,MDTs involve multiple LLM agents forming a consensus.
analysis and synthesis,icts,ICTs synthesize information for the most complex cases.
decision-making,inputs,The final stage synthesizes all inputs to provide a well-informed answer.
moderator agent,general practitioner (gp),The moderator agent functions as a general practitioner (GP) or emergency department doctor who first triages the medical query.
moderator agent,emergency department doctor,The moderator agent functions as a general practitioner (GP) or emergency department doctor who first triages the medical query.
moderator agent,single agent,The moderator agent assesses the complexity of the problem and determines whether it should be handled by a single agent.
moderator agent,mdt (multi-disciplinary team),The moderator agent determines whether the medical query should be handled by a MDT.
moderator agent,ict (integrated care team),The moderator agent determines whether the medical query should be handled by an ICT.
