node_1,node_2,edge
surveys,language models,Surveys are used as a tool to study language models.
survey responses,human reference populations,Comparison of survey responses with human reference populations
demographics,language models,Inferring demographics represented by language models
political opinions,language models,Inferring political opinions represented by language models
values,language models,Inferring values represented by language models
methodology,american community survey,Examination of surveys methodology using the American Community Survey
language models,de-facto standard prompting methodologies,Evaluation of language models using de-facto standard prompting methodologies
models’ responses,ordering and labeling biases,Relationship between models' responses and biases towards ordering and labeling
models,systematic biases,Adjustment for systematic biases in models
answer ordering,randomized answer ordering,Comparison between answer ordering and randomized answer ordering
model size,pre-training data,Relationship between model size and pre-training data
survey-derived alignment measures,subgroups,Explanation of survey-derived alignment measures in relation to subgroups
aggregate statistics,language models,Closer aggregate statistics to uniform for representative subgroups in language models
surveys,social science research,Use of surveys in social science research for statistical information
characteristics,human populations,Gathering characteristics of human populations through surveys
values,science,Values influencing science insights across domains
surveys,policy interventions,Surveys provide data that informs policy interventions.
surveys,business decisions,Surveys provide data that influences business decisions.
surveys,science,Surveys contribute to scientific advancements.
surveys,questions,Surveys consist of well-curated questions.
questions,multiple-choice format,Questions in surveys are typically in a multiple-choice format.
questions,framing,Questions in surveys have unambiguous framing.
questions,answer choices,Questions in surveys have a set of carefully selected answer choices.
domain experts,answer choices,Domain experts select the answer choices for survey questions.
surveys,individuals,Surveys are presented to groups of individuals.
answers,statistical insights,Answers in surveys are aggregated to gain statistical insights.
populations,groups of individuals,Statistical insights from surveys represent populations based on groups of individuals.
survey questionnaires,answer statistics,Survey questionnaires are accompanied by carefully collected answer statistics.
survey questions,large language models,Machine learning researchers use survey questions to study large language models.
survey questions,llms' biases,Survey questions have been used to study biases in large language models.
social sciences,survey responses,Researchers in social sciences explore using LLMs to emulate survey responses.
simulated responses,expensive data collection process,Simulated responses could augment or replace the expensive data collection process.
proxies,simulated responses,Proxies and simulated responses could augment or replace the expensive data collection process.
proxies,effective data collection process,Proxies could augment or replace the expensive data collection process
proxies,human subjects,Proxies could replace the expensive data collection process involving human subjects.
simulation response,expensive data collection process,Simulated responses could replace the expensive data collection process involving human subjects.
simulation response,subpopulations,Simulated responses provide insights into subpopulations that are otherwise hard to reach.
simulation response,ac survey questions,We prompt language models with questions from the American Community Survey (ACS).
simulation response,models' survey responses,We systematically compare models' survey responses to those of the U.S. Census.
ac survey questions,language models,We prompt language models with questions from the American Community Survey (ACS).
models' survey responses,u.s. census,We systematically compare models' survey responses to those of the U.S. Census.
llms,survey responses,"LLMs are prompted with survey questions, and their responses are recorded to analyze the data they have been trained on"
survey responses,models' distributions over answers,Models' distributions over answers to individual survey questions are analyzed to observe differences in entropy
entropy,model size,Entropy of response distributions tends to increase log-linearly with model size
systematic biases,response distributions,"Systematic biases, such as ordering and labeling biases, are adjusted for to find similar response distributions across models"
biases,randomized choice ordering,Biases are introduced through the process of randomized choice ordering.
response distributions,models,Response distributions across models are very similar and tend to correspond to highly balanced answers.
response distributions,u.s. census population,"Comparing models' adjusted responses to those of the U.S. census population, it is found that natural variations in entropy across question are not reflected in the responses."
entropy,responses,Natural variations in entropy across questions are not reflected in the responses.
model responses,census population,Model responses are not closer to the census population or the population of any state within the US than to a fixed uniform baseline.
model responses,human data,There is a qualitative difference between model responses and human data which raises questions about insights gained from comparisons.
model responses,instruction-tuning,"Even after instruction-tuning, model responses consistently have higher entropy than any human population compared, regardless of the survey used."
model responses,census data,"For models of size larger than 70 billion parameters, there is a trend of decreasing divergence between model responses and the census data after instruction-tuning."
survey derived alignment metrics,demographics,Differences in similarity between models' and populations' responses in survey derived alignment metrics could be due to certain demographics being better represented in the training data.
demographics,training data,Demographics being better represented in the training data
model responses,demographic subgroups,Alignment of model responses with different demographic subgroups
model responses,entropy,Model responses alignment explained by the entropy of the subgroups' responses
model responses,data,Demonstration beyond the ACS on other surveys
survey responses,human population,Caution when treating language models' survey responses as a faithful representation of any human population
question answering evaluations,knowledge testing,Differences between evaluating LLMs on the basis of survey responses and traditional question answering evaluations
llms,biases,LLMs' most likely response have been used to investigate various biases.
llms,survey questions,"When evaluating LLMs on the basis of survey questions, the focus is on the probability distribution."
llms,answer choices,The focus is on the probability distribution that the model assigns to various answer choices.
models' answer distributions,u.s. demographic groups,"Santurkar et al. study LLMs' answer distributions for multiple-choice opinion polling questions, measuring their similarity to those of various U.S. demographic groups."
models' answer distributions,transnational opinion surveys,Subsequent works consider transnational opinion surveys when studying models' answer distributions.
models' answer distributions,moral beliefs surveys,Subsequent works also consider moral beliefs surveys when studying models' answer distributions.
methodology,demographic survey,The popular methodology is adopted to systematically investigate the properties of models' answer distributions on the basis of a well-established demographic survey.
hartmann et al. [2023],rutinowski et al. [2023],Authors collaborating on the same research topic
hartmann et al. [2023],motoki et al. [2023],Authors collaborating on the same research topic
rutinowski et al. [2023],motoki et al. [2023],Authors collaborating on the same research topic
language models,political compass or voting advice questionnaires,Language models being used to answer political questions
llms,computational social science,Integration of LLMs into social science research
taxonomic labeling,opinion prediction,LLMs used for taxonomic labeling and opinion prediction tasks
taxonomic labeling,free-form coding,LLMs used for taxonomic labeling and free-form coding in social science research
psychological experiments,psycholinguistic experiments,LLMs used to simulate human participants in psychological and psycholinguistic experiments
psychological experiments,social psychology experiments,LLMs used to simulate human participants in psychological and social psychology experiments
llms,survey responses,Caution suggested in relying on survey responses of LLMs in research
survey responses,llms,The caution in relying on the survey responses of LLMs is highlighted in the work.
surveying language models,methodology,The standard methodology introduced by Santurkar et al. is employed for surveying language models.
survey question,prompt,"For every survey question, a prompt containing the multiple-choice question is generated."
language model,survey response,The model's survey response is defined as a categorical random variable for a given model and survey question.
answer distributions,human populations,The answer distributions of language models are contrasted with those of human populations.
input prompt,question,An input prompt is constructed in the form of a question for prompting.
language models,output distribution,Language models are queried with the input prompt to obtain their output distribution over next-token probabilities.
tokens,survey answers,The chosen style of prompt involves the tokens and the renormalization of probability distribution over survey answers.
prompt,question answering tasks,The chosen style of prompt is standard for question answering tasks as mentioned in the context.
opinionqa,question answering tasks,OpinionQA is mentioned as one of the tasks along with the chosen prompt style for question answering.
social science research,best practices,The chosen prompt style follows the best practices for social science research as recommended in the context.
prompt ablations,argyle,The prompt variations used by Argyle are part of the prompt ablations discussed in the context.
prompt ablations,santurkar,The prompt variations used by Santurkar are part of the prompt ablations discussed in the context.
prompt ablations,durmus,The prompt variations used by Durmus are part of the prompt ablations discussed in the context.
questions,acs questionnaire,The subset of 25 multiple-choice questions is taken from the 2019 ACS questionnaire as mentioned in the context.
questions,demographic information,The questions cover basic demographic information as specified in the context.
questions,education attainment,The questions cover education attainment as specified in the context.
questions,healthcare coverage,The questions cover healthcare coverage as specified in the context.
questions,disability status,The questions cover disability status as specified in the context.
questions,family status,The questions cover family status as specified in the context.
questions,veteran status,The questions cover veteran status as specified in the context.
questions,employment status,The questions cover employment status as specified in the context.
questions,income,The questions cover income as specified in the context.
language models,gpt-2,GPT-2 is one of the base models surveyed with varying parameters in the context.
language models,gpt-neo,GPT-Neo is one of the base models surveyed with varying parameters in the context.
language models,pythia,Pythia is one of the language models surveyed with varying parameters in the context.
gpt-2,radford,"GPT-2 is a base model mentioned in the context [Radford et al., 2019] are the authors referenced for this model."
gpt-2,gpt-neo,GPT-2 and GPT-Neo are both base models discussed in the context.
gpt-2,pythia,GPT-2 and Pythia are both base models mentioned in the context.
gpt-2,mpt,GPT-2 and MPT are both base models referred to in the context.
gpt-2,llama 2,GPT-2 and Llama 2 are both base models introduced in the context.
gpt-2,llama 3,GPT-2 and Llama 3 are both base models mentioned in the context.
gpt-2,gpt-3,GPT-2 and GPT-3 are both base models presented in the context.
gpt-neo,black,"GPT-Neo is a base model referred to in the context where Black et al., 2021 are the authors mentioned."
gpt-neo,mpt,GPT-Neo and MPT are both base models discussed in the context.
pythia,biderman,"Pythia is a base model mentioned in the context where Biderman et al., 2023 are the authors cited."
mpt,mosaicml,"MPT is a base model introduced in the context where MosaicML, 2023 is the organization mentioned."
llama 2,touvron,"Llama 2 is a base model discussed in the context where Touvron et al., 2023 are the authors referenced."
llama 3,dubey,"Llama 3 is a base model mentioned in the context where Dubey et al., 2024 are the authors cited."
gpt-3,brown,"GPT-3 is a base model presented in the context where Brown et al., 2020 are the authors referenced."
mpt 7b,gpt neox 20b,MPT 7B and GPT NeoX 20B are instruct variants of two base models discussed in the context.
pythia 12b,databricks,"Pythia 12B is a fine-tune of Pythia mentioned in the context where Databricks, 2023 is the source cited."
gpt-3,ouyang,"GPT-3 is a base model introduced in the context where Ouyang et al., 2022 are the authors mentioned."
gpt-4,openai,"GPT-4 is a base model referenced in the context where OpenAI, 2023 is the organization cited."
u.s. census bureau,u.s. population,The U.S. Census Bureau collects responses from the U.S. population as reference data in the context.
2019 acs public use microdata sample,census data,"The 2019 ACS public use microdata sample contains responses of individuals in the United States, referred to as census data."
survey question,categorical random variable,"For each survey question q, the census' population-level response is denoted as a categorical random variable Cq in the context."
uniform distribution,answers,Uq represents the uniform distribution over answers in the context.
entropy,random variable,Entropy is used to measure the degree of variation in models' responses represented by the random variable R in the context.
question,number of choices,Entropy comparisons are made across questions with varying number of choices kq in the context.
normalized entropy,uniform distribution,normalized entropy is a measure of the entropy relative to the uniform distribution
kullback–leibler (kl) divergence,two distributions,KL divergence measures the similarity between two distributions over answers
kl divergence,response distribution,KL divergence between the response distribution of model m to question q and the aggregate response distribution observed in the census data
kl divergence,entropy difference,KL divergence between any distribution and the uniform distribution corresponds to the entropy difference
openai's models,top-5 next-token log probabilities,OpenAI's models have access to the top-5 next-token log probabilities through the OpenAI API
unseen probabilities,remaining probability mass,unseen probabilities are assigned the minimum between the remaining probability mass and the smallest observed probability
model responses,naive prompting,Entropy of model responses across the ACS questions for naive prompting
models,responses,models' responses tend to increase log-linearly with model size
models,size,models' responses tend to increase log-linearly with model size
responses,size,models' responses tend to increase log-linearly with model size
models,entropy,irrespective of the underlying response entropy observed in the U.S. census
response,entropy,irrespective of the underlying response entropy observed in the U.S. census
choice ordering,investigations,"for several investigations, we survey models under randomized choice ordering"
choice ordering,models,"for several investigations, we survey models under randomized choice ordering"
choice ordering,ordering,"for several investigations, we survey models under randomized choice ordering"
question,permutations,"for a given question q, we prompt models with different permutations of the answer choice ordering"
answer choice ordering,choice labels,"we prompt models with different permutations of the answer choice ordering, i.e., the assignment of answers to choice labels"
models,survey responses,we evaluate models' survey responses under all possible choice orderings
question,models,"for several investigations, we survey models under randomized choice ordering"
expected survey response,choice ordering,we refer to the expected survey response under uniformly distributed choice ordering as the adjusted survey response
survey response,choice ordering,we refer to the expected survey response under uniformly distributed choice ordering as the adjusted survey response
base pre-trained models,surveying,we start by surveying the base pre-trained models
survey questions,answer choices,"we present survey questions independently, showing the answer choices in the same order as the ACS"
sex question,hicov question,"Both questions inquire about personal information related to sex and health insurance coverage respectively, indicating a relation in the context of data collection."
sex question,fer question,"Both questions elicit different kinds of responses, with the SEX question having a uniform distribution of responses and the FER question mostly receiving a 'No' response, showing a contrast in response patterns."
hicov question,fer question,"While the HICOV question is about health insurance coverage, the FER question pertains to whether the person has given birth in the past 12 months, highlighting a distinction in the nature of information sought."
entropy of models' responses,entropy of responses of the u.s. census,"The comparison of entropy levels in models’ responses and U.S. census responses indicates a similarity in the data patterns across different questions, suggesting a commonality in the way information is processed."
models' responses to individual questions,entropy of responses of the u.s. census,"The different dots representing models’ responses and U.S. census responses in the context of survey questions showcase a varied level of entropy, highlighting the diverse nature of data collected and processed."
responses,u.s. census,Responses of the U.S. census vary across questions.
model,responses,Entropy of model responses varies substantially less compared to U.S. census responses.
model,acs questions,Models' responses across ACS questions show A-bias.
model,response distributions,Models' response distributions seem to be independent of the survey question.
observations,differences across models,Observations show that differences across models may arise due to systematic biases.
factors,ordering of few-shot examples,Changes in choice ordering affect a model's output distribution over answers.
a-bias,model,Measurement of A-bias helps in studying the differences in model outputs.
bias,model,The extent to which the strength of bias explains the differences in responses observed across models.
model,answer distribution,An unbiased model that outputs the same answer distribution irrespective of choice ordering.
model,bias,We define a model’s A-bias as its absolute deviation from the unbiased baseline.
model,question,We measure A-bias for each question q and model m.
model,size,We again sort models by their size.
model,answer,Models tend towards mono answers.
bias,answer,The strength of A-bias in instruction or RLHF tuned models is similar to that of base models.
models,a-bias,"Overall, we find a strong tendency of LLMs to pick up on spurious signals in the way that answers are ordered and labeled, rather than their semantic meaning."
primacy bias,models,"Models exhibit substantial A-bias even when randomizing the position of the 'A' choice, which contrasts the primacy bias observed in humans."
models,response biases,Models' response biases to multiple-choice survey questions are generally not human-like.
models,systematic biases,"Systematic biases confound models' answer distributions, making it challenging to draw robust conclusions about inherent properties of LLMs."
acs,systematic response biases,Using the same question framing of ACS does not protect against the systematic response biases that language models exhibit.
gpt-2,females,Simply reversing the order of answers to the 'SEX' question could lead to GPT-2 seemingly representing a population where females are significantly over-represented.
models,responses,"Models’ responses are being discussed in relation to their variations in entropy, both in base models and tuned-models."
entropy,models’ responses,The entropy of models’ responses is a key metric discussed in relation to the variations observed after adjustment.
response,randomized choice ordering,"Models are surveyed under randomized choice ordering to adjust for biases, specifically labeling and ordering biases, in the survey research methodology."
acss questions,normalized entropy,"The normalized entropy of models' adjusted responses for ACSS questions is plotted to analyze the variations across survey questions, both for base models and tuned-models."
entropy,model size,"The variations in responses' entropy across survey questions are discussed in relation to model size, showing that after adjustment, the entropy of model responses no longer increases log-linearly with model size."
variations,responses,Variances in the responses across base models are mainly due to systematic biases rather than the content of the survey questions asked.
