node_1,node_2,edge
3d referring expression segmentation,segment 3d objects,3D Referring Expression Segmentation aims to segment 3D objects
3d referring expression segmentation,correlating referring expressions with point clouds,3D Referring Expression Segmentation correlates referring expressions with point clouds
3d referring expression segmentation,over-segmentation or mis-segmentation,3D Referring Expression Segmentation frequently encounters issues like over-segmentation or mis-segmentation
rule-guided spatial awareness network (rg-san),spatial information of instances,Rule-Guided Spatial Awareness Network (RG-SAN) utilizes solely the spatial information for supervision
rule-guided spatial awareness network (rg-san),supervision,Rule-Guided Spatial Awareness Network (RG-SAN) uses spatial information for supervision
rule-guided spatial awareness network (rg-san),spatial relationships among all entities,Rule-Guided Spatial Awareness Network (RG-SAN) accurately depicts spatial relationships among all entities
text-driven localization module (tlm),locates all mentioned instances,Text-driven Localization Module (TLM) locates all mentioned instances
rule-guided weak supervision (rws),target objects have supervised positional information,Rule-guided Weak Supervision (RWS) uses dependency tree rules to guide the positioning of target objects
rg-san,processing descriptions with spatial ambiguity,RG-SAN exhibits significant improvements in robustness when processing descriptions with spatial ambiguity
3d-res,3d referring expression comprehension (3d-rec),3D-RES demands a deeper understanding than 3D Referring Expression Comprehension (3D-REC) as it requires identifying instances and providing precise 3D masks.
3d-res,3d-stmn,3D-STMN achieved efficient segmentation by directly matching superpoints with text while 3D-RES requires identifying instances and providing precise 3D masks.
3d-res,3dreftr,"3DRefTR integrated 3D-RES and 3D-REC into a unified framework using a multi-task approach, boosting inference in both tasks."
3d-res,spatial relationships,Limitations persist in 3D-RES primarily due to over-reliance on textual reasoning and insufficient modeling of spatial relationships between instances.
spatial modeling,understanding and segmenting the intended chair,"Spatial modeling is essential for understanding and correctly segmenting the intended chair, especially in scenarios involving complex spatial terms like ""far away""."
spatial relationships,core instances,Modeling the spatial relationships of core instances is crucial for assisting textual reasoning and comprehending spatial arrangements.
positional information,modeling of spatial relationships,"Accurate positional information is crucial for ensuring precise modeling of spatial relationships, but regressing instance positions accurately from textual information is challenging."
positional information,supervisory signals,"The available positional information is limited to the target instance, leaving us without supervisory signals for other instances referenced in the expression."
rule-guided spatial awareness network (rg-san),spatial information of the target instance,RG-SAN utilizes the spatial information of the target instance for supervision to accurately depict spatial relationships among all text-described entities.
rule-guided spatial awareness network (rg-san),enhancing the model’s inference and pointing capabilities,RG-SAN significantly enhances the model’s inference and pointing capabilities by accurately depicting spatial relationships among all text-described entities.
text-driven localization module (tlm),rule-guided weak supervision (rws) strategy,RG-SAN consists of two main components: the Text-driven Localization Module (TLM) and the Rule-guided Weak Supervision (RWS) strategy.
text-driven localization module,rule-guided weak supervision strategy,"The Text-driven Localization Module (TLM) and the Rule-guided Weak Supervision (RWS) strategy are the two main components mentioned in the context. TLM focuses on locating all mentioned instances and refining their positions iteratively for continuous improvement in location accuracy. On the other hand, RWS utilizes dependency tree rules to precisely guide the positioning of core instances."
