node_1,node_2,edge
yoco,large language models,YOCO is a decoder-decoder architecture designed for large language models.
yoco,key-value pairs,YOCO architecture only caches key-value pairs once for large language models.
yoco,cross-decoder,YOCO consists of a cross-decoder component stacked upon a self-decoder.
yoco,self-decoder,YOCO includes a self-decoder that efficiently encodes global key-value caches.
kv caches,cross-decoder,KV caches are reused by the cross-decoder via cross-attention in YOCO architecture.
model,transformer,"YOCO model behaves like a decoder-only Transformer, although YOCO only caches once."
yoco,gpu memory demands,YOCO design substantially reduces GPU memory demands while retaining global attention capability.
yoco,prefilling,"The computation flow in YOCO enables prefilling to early exit without changing the final output, significantly speeding up the prefill stage."
yoco,transformer,YOCO achieves favorable performance compared to Transformer in various settings of scaling up model size and number of training tokens.
yoco,1m context length,YOCO is extended to 1M context length with near-perfect needle retrieval accuracy.
yoco,inference memory,"YOCO improves inference memory, prefill latency, and throughput by orders of magnitude across context lengths and model sizes."
decoder-only architecture,standard option,The decoder-only architecture is established as the standard option.
serving tokens,key-value (kv) caches,"As the number of serving tokens increases, the key-value (KV) caches occupy a lot of GPU memory."
kv caches,gpu memory,"KV caches occupy GPU memory, rendering the inference of large language models memory-bounded."
language model,gpu memory,Large language models occupying GPU memory affects processing.
language model,capacity,The size of language models can exceed the capacity of GPU memory.
gpus,language model,The processing power required by language models can demand multiple GPUs.
long-sequence input,prefilling latency,Prefilling latency for long-sequence input can be extremely high.
h100 gpus,language model,Specific configurations of H100 GPUs are utilized for language models.
decoder-decoder architecture,large language models,The decoder-decoder architecture proposed for large language models.
caches,kv pairs,YOCO architecture in large language models caches KV pairs once.
cross-decoder,self-decoder,The cross-decoder layers employ cross-attention to reuse shared KV caches obtained by the self-decoder.
decoder-decoder architecture,encoder-decoder,The decoder-decoder architecture conceptually resembles encoder-decoder.
encoder-decoder,decoder-only model,The whole model behaves more like a decoder-only model from an external view.
encoder-decoder,decoder-decoder architecture,The computation flow of the decoder-decoder architecture enables prefilling to early exit before entering the self-decoder.
decoder-only model,self-decoder,The computation flow of the decoder-decoder architecture enables prefilling to early exit before entering the self-decoder.
yoco,kv caches,"YOCO only caches once, significantly reducing the GPU memory consumption of KV caches."
yoco,long-sequence training,YOCO allows for more efficient system design for distributed long-sequence training.
yoco,gated retention,"We propose gated retention for self-decoder, which augments retention with a data-controlled gating mechanism."
retention,gated retention,Gated retention augments retention with a data-controlled gating mechanism.
yoco,language modeling performance,Experimental results demonstrate that YOCO achieves favorable language modeling performance.
yoco,inference efficiency,YOCO has many advantages in terms of inference efficiency.
yoco,transformer language models,YOCO are competitive compared to Transformer language models.
yoco,transformer,"YOCO is competitive compared to Transformer in terms of context length, needle retrieval accuracy, and performance on various tasks."
yoco,gpu memory footprint,"YOCO improves GPU memory footprint, prefill latency, throughput, and serving capacity."
kv caches,yoco,"The memory of KV caches can be significantly reduced by YOCO, particularly for 65B models and other model sizes."
yoco,prefill latency,"YOCO speeds up the prefill stage significantly for different context and input sizes, reducing the prefill latency compared to Transformer."
yoco,large language models,The results position YOCO as a strong candidate model architecture for future large language models with native long-sequence support.
kv caches,sparse transformer,"Efforts have been made to reduce KV caches for inference through mechanisms like Sparse Transformer, linear attention, recurrent modeling, and achieving sparsity."
kv caches,sparsity,Some research focuses on dropping KV caches to achieve sparsity for inference.
kv caches,cross-attention,One global KV cache is kept to conduct full cross-attention for better long-context modeling compared to other approaches.
global kv cache,full cross-attention,Global KV cache is used while conducting full cross-attention for better long-context modeling.
previous methods,proposed architecture (yoco),Previous methods are complementary to the proposed YOCO architecture.
multi-/grouped-query attention,yoco,Multi-/grouped-query attention can be used in YOCO.
multi-latent attention,yoco,Multi-latent attention can be used in YOCO.
low-bit kv quantization,memory consumption,Low-bit KV quantization can be used to reduce memory consumption.
yoco,prefill stage,The intriguing property of YOCO greatly speeds up the prefill stage.
yoco,autoregressive modeling,"YOCO is designed for autoregressive modeling, such as large language models (LLMs)."
decoder-decoder architecture,self-decoder,"The decoder-decoder architecture consists of two parts, self-decoder and cross-decoder."
self-decoder,cross-decoder,The self-decoder and cross-decoder are components of the decoder-decoder architecture.
self-decoder,cross-decoder,Both self- and cross-decoder follow a similar block layout
self-decoder,pre-rmsnorm,Self-decoder includes pre-RMSNorm as an improvement
self-decoder,swiglu,Self-decoder includes SwiGLU as an improvement
self-decoder,grouped-query attention,Self-decoder includes grouped-query attention as an improvement
self-decoder,global kv cache,Self-decoder generates the global KV cache which is used by cross-decoder for cross-attention
cross-decoder,global kv cache,Cross-decoder uses global cross-attention to attend to the shared KV caches produced by self-decoder
self-decoder,causal masking,Both self-decoder and cross-decoder use causal masking in their architecture
cross-decoder,tokens,Tokens generated by cross-decoder are fed back to self-decoder
self-decoder,embdiddings x0,Self-decoder takes embeddings X0 as input
embdiddings x0,intermediate vector representation xl/2:yl,Embiddings X0 are used to compute intermediate vector representation XL/2:Yl by self-decoder
intermediate vector representation xl/2:yl,swiglu,Intermediate vector representation XL/2:Yl is processed using SwiGLU by self-decoder
efficient self-attention,swiglu,"SwiGLU is defined as a function that involves swish, X, weights W1, and W2. It is used in relation to efficient self-attention in the given context."
efficient self-attention,rmsnorm,"RMSNorm is used for LN(·), and LN is used in efficient self-attention, establishing a relationship between the two terms."
efficient self-attention,causal masking,"Both efficient self-attention and causal masking are used together, indicating a functional relationship between them."
efficient self-attention,cross-decoder,"KV caches generated by self-decoder module are used by cross-decoder in the context, creating a connection between efficient self-attention and cross-decoder."
cross-decoder,self-decoder,"The output of self-decoder generates KV caches for cross-decoder, implying an association between the two modules."
cross-decoder,attention,"Attention function is applied in cross-decoder modules to calculate Yl, indicating a dependency between cross-decoder and Attention."
cross-decoder,causal masking,"Causal masking is also used for cross-attention in cross-decoder, establishing a link between the two modules."
yoco,transformer,YOCO significantly reduces serving costs and improves inference performance compared to Transformer. YOCO roughly saves L times GPU memory for caches compared to Transformer.
yoco,n,YOCO reduces serving costs and improves inference performance by reusing global KV caches and requiring about O(N) caches compared to N x L keys and values in Transformer decoders.
yoco,cl,YOCO enables serving more tokens by having a much smaller amount of CL caches compared to N x L keys and values in Transformer decoders.
yoco,l,YOCO enables to serve many more tokens without being out of GPU memory by saving GPU memory for caches compared to Transformer.
gpu memory,batch size,"The increased batch size is beneficial to inference throughput, which can lead to being out of GPU memory."
cross-decoder,self-decoder,"The cross-decoder reuses the outputs of the self-decoder, leading to early exit before entering the cross-decoder during the prefill stage."
computation dependency,prefilling speed,The intriguing property of computation dependency greatly accelerates the prefilling speed.
layers,prefilling latency reduction,"Only half the layers are needed for forward computation, resulting in at least half prefilling latency reduction."
efficient attention modules,prefilling latency reduction,The efficient attention modules of the self-decoder contribute to reducing the prefilling latency.
context length,prefilling latency,"For the example of 512K context length, the prefilling latency can be decreased to less than 6 seconds, showcasing a significant reduction."
yoco,prefilling time,YOCO presents about three times speedup in terms of prefilling time compared to the example of 32K length.
attention modules,transformer,Table 2 compares the prefilling time complexity of attention modules between Transformer and YOCO.
self-decoder,self-attention methods,"Various efficient self-attention methods can be chosen for the self-decoder, impacting the cache memory complexity and deployment costs."
sliding-window attention,attention range,"Sliding-window attention restricts the attention range into a fixed window size C, unlike vanilla Transformer decoders which attend to all previous tokens."
sliding-window attention,kv cache memory complexity,"During inference, the KV cache memory complexity can be reduced from O(N) to O(C) by sliding-window attention, making memory usage constant instead of increasing with sequence length."
sliding-window attention,multi-head self-attention,"Similar to multi-head self-attention, sliding-window attention computes the output via a specific formula, allowing for effective computation."
gated retention,retention,"Gated retention augments retention with a data-dependent gating mechanism, enhancing the efficiency of the self-attention module."
gated retention,parallel computation,"Gated retention unifies parallel, recurrent, and chunkwise recurrent computation paradigms, achieving the same computation results through different computation methods."
