node_1,node_2,edge
large language models,tasks,Large language models can solve tasks that were not present in the training set.
large language models,in-context learning,This capability is believed to be due to in-context learning and skill composition.
in-context learning,skill composition,This capability is believed to be due to in-context learning and skill composition.
study,emergence,"In this work, we study the emergence of in-context learning and skill composition."
arithmetic tasks,modular functions,we study the emergence of in-context learning and skill composition in a collection of modular arithmetic tasks.
pre-training tasks,out-of-distribution testing,We use some of these tasks for pre-training and the rest for out-of-distribution testing.
gpt-style transformer,in-distribution to out-of-distribution generalization,We empirically show that a GPT-style transformer exhibits a transition from in-distribution to out-of-distribution generalization as the number of pre-training tasks increases.
transformer blocks,out-of-distribution generalization phase,"We find that the smallest model capable of out-of-distribution generalization requires two transformer blocks, while for deeper models, the out-of-distribution generalization phase is transient, necessitating early stopping."
interpretability study,pre-trained models,"Finally, we perform an interpretability study of the pre-trained models, revealing highly structured representations in both attention heads and MLPs; and discuss the learned algorithms."
deeper models,algorithmic shift,"Notably, we find an algorithmic shift in deeper models, as we go from few to many in-context examples."
llms,in-context learning,"LLMs can perform a variety of tasks upon appropriate prompting or fine-tuning, which is usually achieved via in-context learning."
llms,skill composition,"LLMs learn simple tasks and compose those skills to form complex skills, demonstrating skill composition."
llms,emergent capabilities,"LLMs exhibit emergent capabilities, showing sudden emergence of new complex skills as a function of scale."
emergent capabilities,"model size, compute or data","The sudden performance improvements of emergent capabilities are attributed to scale, including model size, compute, or data."
llms,grokking on algorithmic tasks,"LLMs show grokking on algorithmic tasks, resulting from the model learning structured representations."
llms,performance improvements,LLMs exhibit performance improvements attributed to mechanisms such as learning structured representations or other factors.
model,linear regression tasks,Investigation of emergence of in-context learning on linear regression tasks provides inspiration for examining skill composition.
linear function,zp,Learning tasks related to linear function z = a x + b y mod p over Zp are introduced in the context of the autoregressive model.
autoregressive model,algorithmic dataset,The main objective of the algorithmic dataset is to probe how the autoregressive model utilizes the tasks it has learnt during training to solve the new tasks.
algorithmic dataset,am,The algorithmic dataset is related to the autoregressive model (AM) through its main objective.
am,training,The autoregressive model (AM) learns tasks during training to solve new tasks.
department of physics,university of maryland,The Department of Physics is part of the University of Maryland.
source code,github repository,The source code is available on the GitHub repository.
tasks,training set,"The tasks are labeled by vectors (a, b) ∈ Z2 p, and examples (x, y) are from the training set."
training,next-token prediction,The training involves traditional next-token prediction (autoregressive) with the main difference that every third token is predicted.
training,tasks,Training involves learning tasks to solve new tasks.
tasks,batch,Every task appears the same number of times in each batch.
tasks,model,The model performs on tasks and examples from the training set.
phases,model,The model has four different phases.
training set,generalization,"The model generalizes on unseen examples (x, y) from the training set but does not generalize on unseen examples or tasks. This highlights the limitation of the model in directly generalizing to unseen tasks."
in-distribution generalization,unseen tasks,"The model generalizes on unseen examples (x, y) but not on unseen tasks (a, b). This indicates the specific nature of generalization for in-distribution data."
out-of-distribution memorization,unseen tasks,"The model generalizes on unseen tasks (a, b) but only for examples (x, y) it has seen during training. This highlights the memorization nature of the model for out-of-distribution tasks."
out-of-distribution generalization,unseen tasks,"The model generalizes on unseen tasks (a, b) for seen as well as unseen examples (x, y). This showcases the broader generalization capability of the model for out-of-distribution tasks."
representations,attention heads,Representations developed by one of the attention heads in the first layer are projections of the embedding of a pair of numbers onto the two largest principal components (PCs) of the internal representation formed after passing through the attention layer and projection matrix. This highlights the role of attention heads in creating meaningful representations.
log27-annotated numbers,embeddings,"First 3 principal components (PCs) of embeddings can separate log27-annotated numbers into even/odd planes, with 0 sandwiched between them. This demonstrates the ability of embeddings to capture certain patterns in the data."
solution,am,The solution found by the AM after optimization is qualitatively different from the linear regression cases studied before. AM develops an emergent first-order optimization method that minimizes an emergent quadratic loss function. This showcases the unique approach of AM in solving optimization tasks.
quadratic loss function,regression problem,The quadratic loss function is mentioned as a way to solve the regression problem in the context.
linear attention layer,regression problem,A single linear attention layer is shown to solve the regression problem efficiently.
extra layers,non-linearities,The addition of extra layers and non-linearities slightly modifies the gradient descent in the process.
am,pre-training tasks,AM learns how to solve pre-training tasks initially before moving on to develop generalizing solutions by combining the solved tasks.
algorithmic dataset,main findings,The structure of the algorithmic dataset is illustrated along with the main findings.
generalization transition,few-shot examples,A generalization transition is observed in the number of few-shot examples at inference time as the number of examples grows.
