node_1,node_2,edge
r-(cid:96)wl,hierarchy of graph isomorphism tests,r-(cid:96)WL is introduced as a novel hierarchy of graph isomorphism tests by the authors.
r-(cid:96)wl,r-(cid:96)mpnn,r-(cid:96)WL and r-(cid:96)MPNN are mentioned as part of the GNN framework introduced in the context.
r-(cid:96)wl,homomorphisms of cactus graphs,"r-(cid:96)WL can count homomorphisms of cactus graphs, as stated in the text."
1-wl,homomorphisms of trees,1-WL is mentioned as only being capable of counting homomorphisms of trees.
r-(cid:96)wl,incomparable to k-wl,r-(cid:96)WL is shown to be incomparable to k-WL for any fixed k in the text.
r-(cid:96)mpnn,expressive and counting power,The context talks about the expressive and counting power of r-(cid:96)MPNN and validates it empirically.
r-(cid:96)mpnn,various synthetic datasets,The performance of r-(cid:96)MPNN is empirically validated on several synthetic datasets.
r-(cid:96)mpnn,real-world datasets,"The scalability and strong performance of r-(cid:96)MPNN is demonstrated on various real-world datasets, particularly on sparse graphs."
r-(cid:96)mpnn,github,The availability of the code for r-(cid:96)MPNN on GitHub is mentioned in the context.
graph neural networks (gnns),processing graph-structured data,GNNs are discussed as prevalent architecture for processing graph-structured data in the context.
mpnns,local computation,"MPNNs are described as having local computation capabilities, leading to fast and scalable models."
mpnns,bounded by the weisfeiler-leman (wl) test,The representational power of MPNNs is stated to be bounded by the Weisfeiler-Leman (WL) test in the text.
leman (wl) test,classical algorithm for graph isomorphism testing,The Leman (WL) test is described as a classical algorithm for graph isomorphism testing.
mpnns,basic substructures like cycles,MPNNs are hindered from recognizing basic substructures like cycles.
cycles,impact various chemical properties of the underlying molecules,Cycles in organic chemistry can impact various chemical properties of the underlying molecules.
gnns,count certain substructures,It is crucial to investigate whether GNNs can count certain substructures.
gnns,design architectures that surpass the limited power of mpnns,The goal is to design architectures for GNNs that surpass the limited power of MPNNs.
higher-order wl variants,many of these models draw inspiration from higher-order wl variants,Many models draw inspiration from higher-order WL variants.
gnns emulating 3-wl,count cycles up to length 7,GNNs emulating 3-WL can count cycles up to length 7.
3-wl,not respect the sparsity of real-world graphs,"3-WL does not respect the sparsity of real-world graphs, posing serious scalability issues."
expressive gnns,respect the inherent sparsity of real-world graphs,There is a critical need to design expressive GNNs that respect the inherent sparsity of real-world graphs.
path,graph,"Paths connecting any two distinct neighboring nodes are an essential part of graph embeddings in r-(cid:96)GIN, as depicted in Figure 1."
path,cycle,The r-(cid:96)WL algorithm can count cycles up to length r+2 by considering paths connecting neighboring nodes.
r-(cid:96)wl,cactus graph,"r-(cid:96)WL algorithm can homomorphism-count any cactus graph with cycles up to length r+2, demonstrating its analytical capabilities."
modeling,electrical engineering,Modeling is useful for areas such as electrical engineering.
modeling,computational biology,Modeling is useful for areas such as computational biology.
aromatic compounds,cactus graphs,Aromatic compounds often form cactus graphs.
