node_1,node_2,edge
Mallows model,rankings,generates
Mallows model,central order,has component
Mallows model,dispersion parameter φ,has component
dispersion parameter φ,random rankings,influences concentration around central order
Mallows model,real-world data,behaves differently from
real-world data,variant by Boehmer et al. (2021),is in line with
Mallows model,experiments with varying number of alternatives,requires caution when used for
number of alternatives,properties of rankings,affects
Mallows model,random rankings,generates
φ parameter,random rankings,controls concentration of
Mallows model,realistic data,generates
φ close to 0,large differences in strengths,indicates
φ close to 1,similar abilities,indicates
Mallows model,ranking data,used for understanding
Mallows parameters,ranking data,estimated from
synthetic models,ranking profiles,provide
real-life datasets,small sets of alternatives,typically involve
synthetic models,arbitrarily large ranking profiles,can provide
ranking profiles,rankings,collection of
ranking profiles,alternatives,over the same
synthetic datasets,ranking profiles,used to generate
Mallows model,dispersion parameter φ,uses
Mallows model,ranking profiles,produces
dispersion parameter φ,number of alternatives,fixed for different
Assumption 1,Mallows model,based on
Assumption 1,structurally similar ranking profiles,states that fixed dispersion produces
evaluating algorithms,ranking profiles,uses
aggregating search results,ranking profiles,example application of
analyzing elections,ranking profiles,example application of
preference learning,ranking profiles,example application of
distribution testing,ranking profiles,example application of
clustering,ranking profiles,example application of
