node_1,node_2,edge
Certified Robust Neural Networks,Generalization,can be at odds with
Certified Robust Neural Networks,Corruption Resistance,provides
Adversarial training,robustness,aims to improve
Adversarial training,overfitting,suffers from
robust overfitting,adversarial training,phenomenon in
distributionally robust loss function,robustness,bridges
distributionally robust loss function,generalization,bridges
holistic robust (HR) training procedure,state of the art performance,yields
HR training,adversarial training,direct extension of
HR training,negligible additional computational burden,comes with
data evasion attacks,corruption,type of
poisoning attacks,corruption,type of
neural networks,data corruption,vulnerable to
data corruption,reliability,undermines
data corruption,performance,undermines
robustness,out-of-sample generalization,related to
robustness,machine learning community,central research topic in
machine learning models,corrupted training data,trained on
machine learning models,perturbed test data,evaluated on
data corruption,imprecise data collection,caused by
data corruption,malicious adversaries,caused by
evasion corruption,perturbations,results in
evasion corruption,test instances,affects
evasion corruption,train instances,affects
naively trained model,evasion corruption,fooled by
neural network models,accuracy,suffer decrease in
Goodfellow et al. (2014),evasion attacks,studied
evasion attacks,neural network models,decrease accuracy of
evasion attacks,test time,occur at
noise,test instances,applied to
noise,accuracy,decreases
attacks,defense strategies,motivates
adversarial training,defense strategies,is a type of
evasion corruption,adversary,not necessarily caused by
noise,training data,present in
noise,measurement imperfections,results from
street noise,speech recognition,example of noise in
background chatter,speech recognition,example of noise in
impulse noise,image classification,example of noise in
blur,image classification,example of noise in
poisoning corruption,training data points,alters
poisoning corruption,learning,misleads
poisoning corruption,small fraction of data points,affects only
label flipping,classification problems,example of poisoning corruption in
label flipping,training data points,wrongly labels
adversary,labels,flips before training time
