node_1,node_2,edge
policy gradient theorem,action value,includes factor
policy gradient theorem,gradient of the action likelihood,includes factor
policy gradient theorem,discounted stationary distribution,includes factor
on-policy methods,discount factor,ignores in state distribution
discount-factor mismatch,degenerate learning behavior,causes
existing solution,γt correction,uses as factor in gradient estimate
γt correction,performance degradation,causes in tasks with similar later states
novel distribution correction,discounted stationary distribution,accounts for
novel distribution correction,γt correction,circumvents performance degradation with lower variance
uncorrected estimators,suboptimal policies,may lead to in certain environments
novel distribution correction,uncorrected estimators,improves state emphasis compared to
OpenAI gym,DeepMind suite,are both benchmarks for reinforcement learning
discounted cumulative returns,reinforcement learning,is a surrogate objective for
policy gradient algorithms,discounted cumulative returns,maximize
policy gradient theorem,model-free policy gradient algorithms,provides the theoretical basis for
discounted stationary state distribution,policy gradient theorem,is used by
discounted expected returns,policy gradient theorem,is used by
on-policy algorithms,policy gradient algorithms,are a type of
biased gradient,policy gradient algorithms,can be present in
discounted expected returns,estimating gradients,used for
on-policy algorithms,biased approximation,make
biased approximation,gradients,of
undiscounted stationary state distribution,discounted returns,combined with
discount-factor mismatch issue,biased gradient,caused by
biased gradient,sub-optimal policy,results in
sub-optimal policy,early rewards,does not emphasize
sub-optimal policy,degenerate learning behavior,causes
solution,discount factor’s power term γt,includes
discount factor’s power term γt,update,included in
solution,theoretical support,lacks
solution,worse performance,can provide
discount-factor mismatch issue,distribution correction term,solved by
distribution correction term,averaging correction,is
undiscounted-state-sampling setting,discounted returns,kept with
