node_1,node_2,edge
Graph coarsening,large-scale graph problems,technique for solving
Graph coarsening,graph spectrum,preserves
Graph coarsening,graph distances,preserves
Gromov–Wasserstein distance,graphs,measures distance between
Gromov–Wasserstein distance,coarsened graphs,bounds difference between
weighted kernel K-means method,spectrum-preserving methods,improves
graph classification,graph regression,applications of geometric approach
graph coarsening,machine learning,gained popularity in
graph coarsening,scientific computing,has history in
graph convolutional networks,regression,performs
graph coarsening,graph convolutional networks,used in
graph coarsening,supernode,merges nodes into
graphs,networks,model complex relationships
graphs,scientific applications,used in
chemical networks,biological networks,examples of graph applications
social interactions,graphs,modeled by
image understanding,graphs,uses
large graphs,computational costs,have high
graph Laplacian,eigenvalues,computes
graph Laplacian,eigenvectors,computes
Lanczos method,graph Laplacian,computes eigenvalues and eigenvectors of
round-trip commute times,Laplacian pseudoinverse,requires
Lanczos method,linear cost,achieves
round-trip commute times,pseudoinverse of the Laplacian,requires computing
pseudoinverse of the Laplacian,cubic cost,admits
graph coarsening,smaller surrogate graph,produces
graph coarsening,large-scale graph problems,solves
coarsened graph,original graph,derived from
supernode,cluster of nodes,merges
graph classification,smaller surrogates,can use for training
node regression,coarsened graph,predicts targets on
node regression,original graph,interpolates results to
