node_1,node_2,edge
Retrieval-based models,Machine learning models,is a type of
Retrieval-based models,Nonparametric component,uses
Retrieval-based models,Input instance,augments with retrieved examples
Retrieval-based models,Local learning framework,includes as a class
Local learning framework,Local empirical risk minimization,employs
Local learning framework,Low complexity parametric component,enables use of
Retrieval-based models,Kernel methods,includes as a class
Kernel methods,Global model,learns
Kernel methods,Prediction,maps input and retrieved examples to
Transformer networks,Scaling up models,relies on
Retrieval-based models,Theoretical underpinnings,have under-explored
This paper,Retrieval-based models,provides formal treatment of
This paper,Statistical perspective,presents
kernel methods,input instance,maps to prediction
kernel methods,retrieved examples,maps to prediction
machine learning models,expressiveness,increases
parametric model,neural networks,example of
model size,performance,exhibits monotonic behavior
scaling laws,model size,demonstrated by
large models,computation cost,has limitation of
large models,catastrophic forgetting,has limitation of
large models,lack of provenance,has limitation of
large models,poor explainability,has limitation of
instance-based models,efficient data structures,offers
instance-based models,incremental learning,offers
non-parametric models,efficient data structures,offer by design
non-parametric models,incremental learning,offer by design
non-parametric models,provenance for prediction,offer by design
non-parametric models,deep parametric models,suffer from weaker empirical performance compared to
middle ground approach,non-parametric models,combines
middle ground approach,deep parametric models,combines
retrieval-based models,data index,retrieve relevant entries from
retrieval-based models,ML model,process retrieved entries with test input to make predictions using
retrieval-based models,classical learning setups,properties and trade-offs under-explored compared to
existing efforts on retrieval-based models,end-to-end domain-specific models,focus on developing
