node_1,node_2,edge
Learning to Jump,Generative Modeling,is a general recipe for
Learning to Jump,Forward count thinning process,uses to construct learning objectives
Learning to Jump,Reverse count thickening process,employs to iteratively refine generation
Learning to Jump,Deep neural network,trains to perform generation
Learning to Denoise,Deep generative models,is a prominent paradigm for
Learning to Jump,Learning to Denoise,is compared to
Learning to Jump,Count and non-negative continuous data,is recommended for modeling
Count and non-negative continuous data,"Sparsity, skewness, heavy-tailedness, heterogeneity",exhibits characteristics such as
Diffusion models,Continuous real-valued data and categorical data,model distributions of
Learning to Jump,Diffusion models,addresses limitations of
deep generative models (DGMs),variational auto-encoders (VAEs),includes
deep generative models (DGMs),autoregressive models,includes
deep generative models (DGMs),generative adversarial networks (GANs),includes
deep generative models (DGMs),learning to denoise,includes
autoregressive models,recurrent neural network,uses
autoregressive models,Transformer,uses
learning to denoise,iterative refinement,generates sample through
DGMs,learning-to-denoise framework,built under
learning-to-denoise framework,clean data,corrupts with noise
learning-to-denoise framework,signal-to-noise ratios (SNRs),uses various
learning-to-denoise framework,deep neural network,uses to iteratively denoise
deep neural network,SNR,made aware of
DGMs,denoising diffusion probabilistic models (DDPMs),commonly formulated as
DGMs,score-based generative models,commonly formulated as
learning-to-denoise-based DGMs,high-dimensional distributions,used to model
high-dimensional distributions,continuous real-valued data,includes
high-dimensional distributions,categorical data,includes
DGMs,applications,deployed into
applications,personalized image editing,includes
applications,audio synthesis,includes
applications,text generation,includes
applications,uncertainty quantification in classification,includes
