node_1,node_2,edge
Fourier Neural Operators (FNOs),resolution-independent operator learning,method for
Fourier Neural Operators (FNOs),long-range dependencies,accurately models
Fourier Neural Operators (FNOs),discrete Fourier transform (DFT),relies on
discrete Fourier transform (DFT),spherical coordinates,causes artifacts and dissipation in
Spherical FNOs (SFNOs),Fourier Neural Operators (FNOs),generalization of
Spherical FNOs (SFNOs),spherical geometries,learns operators on
Spherical FNOs (SFNOs),atmospheric dynamics,applied to forecasting
Spherical FNOs (SFNOs),stable autoregressive rollouts,demonstrates
stable autoregressive rollouts,simulated time,achieves for a year of
Spherical FNOs (SFNOs),climate dynamics,has implications for machine learning-based simulation of
climate change,humanity,challenge facing
Climate change,humanity,poses a challenge to
Climate change,weather and climate modeling,requires accurate modeling of
weather and climate modeling,computational efficiency,requires
weather and climate modeling,"climate prediction, mitigation, and adaptation",has implications for
SFNO,spherical geometry,incorporates
SFNO,long rollouts,is stable for
AFNO,artifacts,produces visible
FNO,artifacts,produces less pronounced
weather and climate modeling,numerical simulations,traditionally relies on
numerical simulations,partial differential equations (PDEs),solve
partial differential equations (PDEs),"fluid dynamics, thermodynamics, and other physics",govern
partial differential equations (PDEs),fluid dynamics,govern
partial differential equations (PDEs),thermodynamics,govern
partial differential equations (PDEs),Earth system physics,govern
partial differential equations (PDEs),grid,discretized and solved on
fine grids,high resolution,necessitate
high resolution,computations,makes extremely expensive
Machine learning (ML),weather and climate modeling,provides alternative approaches to
Machine learning (ML),spatio-temporal dynamics,models
learned transition map,time-discretized physical system,describes time evolution between states of
data-driven ML methods,physics-based models,lack strong inductive bias of
data-driven ML methods,spatio-temporal physical systems,struggle to represent dynamics of
Fourier Neural Operators,function spaces,learn mappings between
Fourier Neural Operators,entire domain,act globally on
standard neural networks,fixed grid,learn on
