node_1,node_2,edge
Symbolic Regression,analytical expression,searches for
Symbolic Regression,experimental data,fits
Neural Symbolic Regression,patterns,identifies
Neural Symbolic Regression,analytical expressions,generates
Neural Symbolic Regression with Hypothesis,prior knowledge,incorporates
Neural Symbolic Regression with Hypothesis,conditioned deep learning model,is a
conditioned deep learning model,unconditioned counterparts,outperforms
conditioned deep learning model,predicted expression structure,provides control over
Symbolic Regression,analytical expressions,searches over the space of
Symbolic Regression,experimental data,finds best fit for
Symbolic Regression,expression complexity,balances minimizing
Symbolic Regression,accuracy,balances maximizing
Symbolic Regression,human-readable expressions,produces
Symbolic Regression,over-parametrized methods,unlike
over-parametrized methods,decision trees,such as
over-parametrized methods,neural networks,such as
human-readable expressions,material science,provides insights in
human-readable expressions,fundamental physics,provides insights in
Symbolic Regression,deeper understanding,aims for
deeper understanding,underlying mechanisms,of
underlying mechanisms,physical systems,of
Symbolic Regression,input numerical data,converts
input numerical data,compact representations,converted into
compact representations,low-complexity representations,synonym
compact representations,symbolic mathematical expressions,in the form of
researchers in natural sciences,prior knowledge,rely on
researchers in natural sciences,analogies,rely on
prior knowledge,comprehending novel systems,used for
analogies,predicting behavior,used for
natural sciences,prior knowledge,frequently rely on
natural sciences,analogies,frequently rely on
scientists,physical phenomena,study
scientists,constants,anticipate
scientists,symmetries,anticipate
constants,mathematical laws,appear in
symmetries,mathematical laws,appear in
astrophysics,gravitational constant,has significant impact on determining scale of interactions
gravitational constant,celestial bodies,determines scale of interactions between
fluid dynamics,Reynolds number,denotes relative significance of
Reynolds number,inertial forces,denotes relative significance of
Reynolds number,viscous forces,denotes relative significance of
symbolic regression techniques,constants,prioritize expressions containing
symbolic regression techniques,physics laws,conform better to
system identification literature,ground-truth system equation,assumes access to part of
physical laws,parameters,known up to a few
SR practitioner,hypotheses,makes assumptions about underlying symbolic expression as
hypotheses,search space,restrict
hypothesis,privileged information,"if true, named"
Genetic Programming,analytical expression,searches for satisfactory
