node_1,node_2,edge
agent,dynamic environment,controls
dynamic environment,events,summarized by
events,chains or cascades,form
intervention,cascade,propagates through
biochemical cascade,state of a cell,switches
Cascade,supervised learning setup,is a
agent,system with known dynamics,observes
agent,structured semantic instruction,given
intervention,cascade of events,triggers
system,alternative (counterfactual) behavior,reaches
semantic tree search,event-driven forward model,combined with
algorithm,semantic trees,learns to search in
cascading processes,events,cascading processes are sequences where events trigger other events
cascading processes,dynamic environments,cascading processes occur in dynamic environments
cascading processes,chemical reactions,cascading processes include chemical reactions as an example
cascading processes,assembly lines,cascading processes are prevalent in man-made systems like assembly lines
cascading processes,natural disasters,cascading processes are relevant to managing crisis situations for natural disasters
cascading processes,logistic chains,cascading processes are found in logistic chains
cascading processes,water treatment plants,cascading processes are found in water treatment plants
cascading processes,intervention,a major goal with cascading processes is to intervene and steer them
observed cascade of events,alternative outcomes,reasoning about alternative outcomes from an observed cascade of events
synthesis of a new molecule,chemical reactions,synthesis of a new molecule is a discrete event that enables other chemical reactions
completion of one task,triggering another task,completion of one task may trigger another task in assembly lines
cascading processes,desired goal,steered towards
biochemical cascades,chemical signals,controlled by providing
logistics,cargo dispatch plan,modified by assigning cargo plane to different location
Cascade,counterfactual reasoning,is a setup for
Cascade,supervised learning,trained via
agent,dynamical system,observes
observed cascade,initial state,triggered from
agent,counterfactual configuration,steers system toward
target configuration,qualitative constraints,given as
instruction,qualitative constraints,consists of
agent,intervention,selects
intervention,pivot,changes state of
agent,state of system,observes
agent,instruction,given
Cascade learning problem,agent,solved by training
