node_1,node_2,edge
Strongly Rayleigh Distributions,Probabilistic Generating Circuits,cannot be efficiently represented by polynomial-sized
Probabilistic Generating Circuits,Probabilistic modeling,is a model for
Probabilistic modeling,Machine learning,is a central task in
Probabilistic inference,Probabilistic models,should be tractable in
Tractable probabilistic models (TPMs),Probabilistic inference,allow tractable
Probabilistic models,Expressiveness,should be as efficient as possible in
tractable models,expressiveness,tradeoff between
expressiveness,tractability,tradeoff between
bounded treewidth graphical models,tractable models,example of
determinantal point processes,tractable models,example of
probabilistic circuits,tractable models,example of
sum-product networks,probabilistic circuits,example of
probabilistic generating circuits (PCGs),probabilistic circuits,new model unlike
probabilistic generating circuits (PCGs),probability generating functions,represent distributions by
probabilistic circuits,probability mass functions,represent distributions by
Probability generating circuits (PGCs),probability distributions,represent
Probability generating functions,joint distribution,represent
Probability generating functions,binary random variables,represent distribution of
Probability generating functions,multilinear polynomial,expressed as coefficients of
Probability generating circuits (PGCs),marginal inference,supports
Probability generating circuits (PGCs),probabilistic models,subsumes
Strongly Rayleigh (SR) distributions,generating polynomials,defined via
Strongly Rayleigh (SR) distributions,Probability generating circuits (PGCs),question of efficient representation by
Zhang et al.,Probability generating circuits (PGCs),asked whether all SR distributions can be expressed by polynomial size
Our work,Zhang et al. question,proves negative answer to
Family of SR distributions,polynomial size PGCs,does not have
Polynomial time hierarchy,family of SR distributions,assumption of infiniteness implies no polynomial size PGCs for
Strongly Rayleigh distribution,generating polynomial,corresponds to real stable
Matching polynomials,counter example,natural candidate for
