node_1,node_2,edge
Saddle-Point Method,Differential Privacy,characterizes differential privacy guarantees in the large-composition regime
privacy mechanism,sensitive data,sequentially applied a large number of times to
privacy loss random variable,exponentially tilting,is transformed via
privacy curve,contour integral,expressed as
contour integral,integration path,runs parallel to the imaginary axis with a free real-axis intercept
method of steepest descent,saddle-point,demonstrates that choice of saddle-point as real-axis intercept yields approximations
saddle-point accountant (SPA),privacy curve,yields constant-time accurate approximation of
Gaussian Differential Privacy,Saddle-Point Method,refined by
moments accountant method,Rényi Differential Privacy,found in
Saddle-Point Method,moments accountant method,refines
SPA,numerical-based methods (FFT-based accountants),provides precise approximation competitive with
Differential privacy,privacy-preserving machine learning,is a standard for
Differential privacy mechanisms,sensitive data,applied to
Stochastic gradient descent,neural networks,used to train
Gradient clipping,Gaussian noise,combined with to ensure DP
Gradient clipping plus noise,training data,applied to
Privacy loss,composition of DP mechanisms,quantified after
"Murtagh & Vadhan (2016, Theorem 1.5)",exact privacy parameters,states computing is #P-complete
Exact privacy parameters,composition,under
exact privacy parameters under composition,#P-complete,is in general
privacy accounting,exact privacy parameters under composition,follow-up works on
privacy accounting,"upper bounds on privacy budget parameters (ε, δ)",computes
"privacy budget parameters (ε, δ)",DP,in
moments accountant,closed-form formulas,has
moments accountant,constant runtimes,attains
moments accountant,overestimating privacy parameters,suffers from
CLT-based Gaussian-DP accountant,closed-form formulas,has
CLT-based Gaussian-DP accountant,constant runtimes,attains
CLT-based Gaussian-DP accountant,underestimating privacy parameters,suffers from
convolution-based accountants,FFT-based approaches,such as
convolution-based accountants,no constant runtimes,does not have
convolution-based accountants,cannot generate full privacy curve,limitation
convolution-based accountants,limited by machine precision,is
FFT-based approaches,fail to estimate δ below 10^-10 or 10^-12,limitation
new approach for estimating DP parameters,complex analysis,uses
new approach for estimating DP parameters,method of steepest descent for integral,based on
