node_1,node_2,edge
MCTS-SPIBB,Safe Policy Improvement,implements
MCTS-SPIBB,Monte Carlo Tree Search,uses
Safe Policy Improvement with Baseline Bootstrapping (SPIBB),policy iteration,based on
MCTS-SPIBB,Safe Policy Improvement with Baseline Bootstrapping (SPIBB),converges to optimal policy of
MCTS-SPIBB,scalability,enables
MCTS-SPIBB,online policy computation,performs
MCTS-SPIBB,local policy computation,performs
Safe Policy Improvement,reinforcement learning,applied in
safety,reinforcement learning,requirement for deployment in
Safe RL,issues,investigates how to address
Safe RL,policies,learns to maximize expected return while ensuring safety
Safe Policy Improvement (SPI),Markov Decision Processes (MDPs),applied to
Safe Policy Improvement (SPI),baseline policy,provided with
Safe Policy Improvement (SPI),data,uses data collected from baseline policy
Safe Policy Improvement (SPI),new policy,computes with better performance than baseline
SPI method,safe,considered if guaranteed to return improved policy with high probability
Safe Policy Improvement with Baseline Bootstrapping (SPIBB),Safe Policy Improvement (SPI),is a popular algorithm for
SPIBB,policy iteration,is an extension of
Safe Policy Improvement with Baseline Bootstrapping (SPIBB),policy iteration,is an extension of
SPIBB,baseline policy,bootstraps from
SPIBB,dataset of trajectories,uses as input
SPIBB,percentile criterion,considers
SPIBB,safe improvement,achieves
SPIBB constraint,state-action pairs,restricts policy to baseline in unobserved
SPIBB,small domains,limited applicability to
SPIBB running time,size of state space,depends cubically or quadratically on
Monte Carlo Tree Search (MCTS),large state spaces,scales reinforcement learning to
MCTS,online sampling-based,is an
