node_1,node_2,edge
Reinforcement Learning,Shapley Values,explained using
Shapley Values,game theory,derived from
Shapley Values for Explaining Reinforcement Learning (SVERL),Shapley Values,is a framework that uses
Reinforcement Learning,explainability,requires
explainability,user trust,enables
Reinforcement Learning systems,real-world applications,have potential for impact in
explaining reinforcement learning,intrinsically interpretable methods,can be categorized as
explaining reinforcement learning,post-hoc methods,can be categorized as
intrinsically interpretable approaches,transparency,improve
intrinsically interpretable approaches,decision tree,example of
post-hoc methods,model complexity,hold no constraints on
post-hoc explanation methods,model complexity,no constraints on
reinforcement learning systems,function approximators,depend on
function approximators,deep neural networks,such as
post-hoc explanation methods,Shapley values,uses
Shapley values,game theory,approach from
Shapley values,fairness axioms,satisfies
Shapley values,supervised learning,explains model in
Shapley values,reinforcement learning,used to explain
Shapley values,reinforcement learning,used in the context of
Shapley values,SVERL,forms the basis of
SVERL,Shapley Values for Explaining Reinforcement Learning,stands for
SVERL,explanations,produces
agent performance,explaining,is important to
state features,contributions,identified by principled approach
agent,environment,interacts with
Markov Decision Process,agent-environment interaction,models
MDP,"tuple (S, A, p, r, γ, p0)",defined by
S,set of states,denotes
A,set of actions,denotes
p,transition dynamics,is
r,reward function,is
γ,discount factor,is
p0,initial state distribution,is
policy π,expected return,maximises
expected return,Gt,denoted as
Gt,discounted sum of rewards,equals
