node_1,node_2,edge
Online Reinforcement Learning,Offline Data,leveraged to improve sample efficiency and exploration
Sample Efficiency,Exploration,major challenges in online reinforcement learning
Offline Data,Prior Trajectories,includes prior trajectories from human expert or sub-optimal exploration policy
Off-Policy Methods,Offline Data,applied to leverage offline data when learning online
Existing Off-Policy RL Algorithms,Reliable Performance,require minimal but important changes to achieve reliable performance
Design Choices,Performance,key factors that most affect performance
Expert Demonstrations,Sub-Optimal Trajectories,types of offline data that can be used
Recommendations,Existing Approaches,provide 2.5x improvement over existing approaches
Deep reinforcement learning (RL),Atari,achieved success in
Deep reinforcement learning (RL),Go,achieved success in
Deep reinforcement learning (RL),Chip Design,achieved success in real-world applications like
Deep reinforcement learning (RL),Human Preference Alignment,achieved success in real-world applications like
RL performance,large amounts of online interaction,predicated on
online interaction,simulators,made feasible through
real-world problems,samples,samples are expensive in
real-world problems,rewards,rewards are sparse in
sparse rewards,high dimensional state and action spaces,exacerbated by
RLPD,standard off-policy RL,extends
RLPD,state-of-the-art online performance,achieves
RLPD,offline data,uses
RLPD,D4RL AntMaze domain,tested on
sparse rewards,high dimensional state and action spaces,exacerbated by
offline data,deep RL algorithms,included in training to resolve sparse reward issues
offline data,sample efficiency,alleviates challenges with
offline data,exploration,alleviates challenges with
offline data,initial dataset,provides
initial dataset,learning process,kick-starts
expert demonstrations,offline data,form of
exploratory trajectories,offline data,form of
pre-collected datasets,useful policies,leveraged to learn
pretraining,offline data,uses
constraints when training online,distribution shift,handles
off-policy algorithms,offline data,should be able to take advantage of
