node_1,node_2,edge
Transformer,Ordinary Differential Equations (ODEs),predicts symbolic form of
Transformer,sequence-to-sequence model,is a type of
Ordinary Differential Equations (ODEs),symbolic form,recovered in
Observations,solution trajectory,are sampled from
Observations,noisy,can be
Observations,irregularly sampled,can be
Model,pretraining,benefits from
Pretraining,large set of ODEs,performed on
Inference,governing law,recovers
Symbolic regression,symbolic representation,produces
Symbolic representation,interpretability,enables
Machine learning,natural law discovery,aids
representation of a law,black-box representations,has advantages over
representation of a law,parsimonious,is characterized by
representation of a law,directly interpretable,is characterized by
representation of a law,amenable to analytic analysis,is characterized by
symbolic regression methods,functional relationships,infer
functional relationships,function f,is defined by
dynamical laws,functional relationships,is more challenging task than
dynamical law,ODE,is represented as
ODE,f,is fully determined by
goal,f,is to infer
f,"samples (ti, yi)",is inferred from
Neural Symbolic Ordinary Differential Equation (NSODE),transformer based sequence-to-sequence model,is a type of
NSODE,inferring dynamics,tailored to
NSODE,observed trajectories,maps to symbolic equations
observed trajectories,"numeric sequences (ti, yi)",are of the form
symbolic equations,strings,represented as
functional symbolic regression,estimated derivatives,applied to
estimated derivatives,observed time points ti,computed at
NSODE,large scale pre-training,leverages for efficient inference
scalar autonomous non-linear first-order ODEs,numerical solutions,generated with
numerical solutions,random initial conditions,from various
