node_1,node_2,edge
Pythia,Large Language Models (LLMs),is a suite for analyzing
Pythia,training,analyzes across
Pythia,scaling,analyzes across
Pythia,16 LLMs,consists of
16 LLMs,70M to 12B parameters,range in size from
Pythia,public data,trained on
Pythia,154 checkpoints,provides access to
Pythia,training dataloaders,provides tools to reconstruct
Pythia,memorization,enables case studies on
Pythia,term frequency effects,enables case studies on
Pythia,gender bias reduction,enables case studies on
Pythia,training dynamics,yields insights into
Large Language Models (LLMs),training,develop and evolve over
Large Language Models (LLMs),scaling,patterns change with
transformers,natural language processing,premier methodology for generative tasks in
transformers,text-to-image synthesis,used as generative models in
transformers,protein modeling,used as generative models in
transformers,computer programming,used as generative models in
transformers,training,behavior studied along axis of
transformers,scaling,behavior studied along axis of
language models,scaling,exhibit regular and predictable patterns as they
Scaling Laws,language models,connect to behavior of
Scaling Laws,learning dynamics of language models,minimally connected by prior work
lack of access to appropriate model suites,gap in research on Scaling Laws and learning dynamics,driving reason for
publicly available LLMs,common requirements for researchers,do not meet
research on Scaling Laws and learning dynamics,non-public models or model checkpoints,overwhelmingly done on
publicly available model suites,scientific research,important for
Pythia,suite of decoder-only autoregressive language models,is a
Pythia,70M to 12B parameters,ranges from
Pythia suite,publicly released suite of LLMs,is the only
Pythia suite,three key properties,satisfies
models span several orders of magnitude of model scale,Pythia suite,property of
all models trained on the same data in the same order,Pythia suite,property of
data and intermediate checkpoints publicly available,Pythia suite,property of
Pythia,8 model sizes,trains
Pythia,the Pile,trained on
