node_1,node_2,edge
EDGE,diffusion-based graph generative model,is a type of
EDGE,large graphs,addresses generative tasks for
EDGE,discrete diffusion process,developed by reversing
discrete diffusion process,empty graph,randomly removes edges until obtaining
EDGE,graph sparsity,leverages to improve computational efficiency
EDGE,small portion of graph nodes,only focuses on
EDGE,fewer edge predictions,makes much fewer than previous models
EDGE,node degrees,explicitly models
EDGE,graph statistics,gains performance improvement in capturing
EDGE,competing methods,is much more efficient than
EDGE,baseline models,outperforms in generation quality
graphs generated by EDGE,training graphs,have graph statistics more similar to
random graph models,large graphs,traditionally used to model
random graph models,large graphs,used to model
Erdős–Rényi (ER) model,random graph models,is a traditional model of
Stochastic-Block Model (SBM),random graph models,is a traditional model of
Exponential-family Random Graph Models,random graph models,is a traditional model of
traditional models,generating new graphs,fall short in
deep neural models,generating large graphs,promising direction for
NetGAN,deep generative models,is an example of
CELL,deep generative models,is an example of
NetGAN,edge-independent models,shown to be
CELL,edge-independent models,shown to be
edge-independent models,reproducing important statistics,have theoretical limitation in
important statistics,triangle counts,includes
important statistics,clustering,includes
edge-independent models,theoretical limitation,have
edge-independent models,triangle counts,cannot reproduce
edge-independent models,clustering coefficient,cannot reproduce
Variational Graph Autoencoders (VGAE),edge-independent models,are
GraphVAE,edge-independent models,are
Diffusion-based generative models,edge-independent models,are NOT
Diffusion-based generative models,small graphs,model
Diffusion-based generative models,one-shot models,more flexible than
Diffusion-based generative models,autoregressive graph models,advantage over
Diffusion-based generative models,node permutations,invariant to
Diffusion-based generative models,long-term memory issues,do not have
Diffusion-based generative models,small graphs,designed for
this work,diffusion-based generative models,aims to scale
diffusion-based model,latent vector,must compute
diffusion-based model,probability,must compute
diffusion-based model,each node pair,computes for
