node_1,node_2,edge
Dynamic Constrained Submodular Optimization,Polylogarithmic Update Time,achieves
Monotone submodular function,Cardinality constraint k,maximized under
Monotone submodular function maximization,Fully dynamic model,studied in
Fully dynamic model,Stream of insertions and deletions,processes
Dynamic algorithm,Approximation ratio (1/2 - epsilon),achieves
Dynamic algorithm,Polylogarithmic update time,has
Lattanzi et al. (2020a),Dynamic algorithm,proposed
Lattanzi et al. (2020a),Analysis gaps,has
Chen and Peng (2022),Lower bound,proved
Lower bound,Approximation ratio (1/2 + epsilon),requires polynomial query complexity for
Randomized algorithm,Amortized query complexity polynomial in n,must have for (1/2 + epsilon) approximation
algorithm,1 2 + ϵ approximation ratio,has
algorithm,amortized query complexity,must have
amortized query complexity,polynomial in n,is
simpler algorithm,1 2 − ϵ approximate solution,maintains
1 2 − ϵ approximate solution,submodular maximization,for
submodular maximization,cardinality constraint k,under
simpler algorithm,polylogarithmic amortized update time,uses
problem,maximizing a monotone submodular function,is
monotone submodular function,cardinality constraint k,under
function f,2V → R+,defined on
function f,non-negative monotone submodular,is
ground set V,subsets,defined on
set X,k elements,at most
f(X),maximum,is
problem,machine learning,at core of
problem,data mining,at core of
problem,database,at core of
applications,video and data summarization,include
applications,recommendation systems,include
submodular maximization,cardinality constraint k,constrained by
greedy algorithm,approximation ratio 1 − 1/e,achieves
submodular maximization,video summarization,applied to
submodular maximization,data summarization,applied to
submodular maximization,recommendation systems,applied to
submodular maximization,feature extraction,applied to
submodular maximization,spatial search,applied to
submodular maximization,map exploration,applied to
submodular maximization,exemplar clustering,applied to
submodular maximization,sparse regression,applied to
submodular maximization,coverage problems,applied to
submodular maximization,streaming models,studied under
submodular maximization,distributed models,studied under
Badanidiyuru et al.,insertion-only streaming model,first studied
