node_1,node_2,edge
Near-Optimal Φ-Regret Learning,Extensive-Form Games,applied to
trigger regret,players,experienced by
trigger regret,O(log T),grows as
trigger regret,O(T^{1/4}),improves over prior bound of
extensive-form correlated equilibria,coarse correlated equilibria,converges to set of
convergence rate,log T / T,near-optimal rate of
fixed points,rational functions with polynomial degree,derives from
fixed points,(coarse) trigger deviation functions,established for
regret circuit,convex hull,refined for
RVU property,regret circuit,preserved by
CFR-type decomposition,regret,used in
learning dynamics,CFR-type decomposition,based on
multi-player perfect-recall imperfect-information extensive-form games,players,employed by
artificial intelligence,agents,designs
agents,multiagent environments,adapt in
multiagent environments,general-sum games,modeled as
multiagent decision making,decentralized fashion,occurs in
agents,reward function,obtains information about
goal,play the game,is to learn how to
performance,learning agent,measures
metric,external regret,is
external regret,weak benchmark,can be
no-external-regret agent,substantial regret,could incur
substantial regret,transformations,under
transformations,behavior,of
Φ regret,external regret,is more general than
Φ regret,set deviations Φ,parameterized by
Φ regret,equilibria,leads to different types of
no-internal-regret players,correlated equilibria (CE),converge to the set of
no-Φ-regret learners,multi-player general-sum games,playing in
Daskalakis et al. (2021),O(polylog T) external regret bounds,established
O(polylog T) external regret bounds,normal-form games,for
Anagnostides et al. (2022a),internal regret,extended results to
Φ-regret learning,normal-form games,beyond
