node_1,node_2,edge
principal,agent,hires
principal,scoring rule,announces
scoring rule,payment,specifies
agent,effort level,chooses
agent,profit,maximizes
agent,information,reports
principal,optimal scoring rule,designs
principal,strategic agent,interacts with
UCB algorithm,model,tailored to
algorithm,regret,achieves
algorithm,estimation procedure,features
algorithm,correction scheme,features
principal,information acquisition,delegates
principal,agent,hires to gather information
portfolio manager,analyst,hires to conduct research
analyst,effort,spends to conduct research
analyst,report,produces based on research
manager,report,receives and bases investment decision on
manager,payment,gives to analyst according to report
analyst,payment,receives for report
analyst,cost,incurs from conducting research
analyst,profit,maximizes as difference between payment and cost
manager,investment decision,makes based on report
manager,profit,maximizes as expected gain minus payment
effort,quality of information,affects
quality of information,report,determines
manager,analyst,principal-agent relationship
manager,payment rule,designs
payment rule,analyst,incentivizes
analyst,effort,spends
effort,information,acquires
information,investment decision,leads to
investment decision,manager’s profit,maximizes
principal,agent,principal-agent model
principal,scoring rule,chooses
scoring rule,payment rule,is
agent,effort levels,chooses among
effort levels,cost,has associated
agent,observation,generates based on action
observation,reported belief,leads to
reported belief,principal,reported to
principal,action,chooses
state,principal,revealed to
principal,utility,receives
principal,agent,pays
payment,scoring rule and state,depends on
