node_1,node_2,edge
Universal Law of Robustness,over-parameterization,provides a necessary condition for robustness via over-parameterization
random features,robustness,not robust for any degree of over-parameterization
neural tangent kernel (NTK),robustness,robust when necessary condition on over-parameterization is fulfilled
neural tangent kernel (NTK),even activations,NTK model with even activations meets the universal lower bound
kernel of the model,interaction matrix,analysis decouples the effect of the kernel from the interaction matrix
interaction matrix,test data,describes the interaction with the test data
interaction matrix,activation,captures the effect of the activation
deep neural networks,adversarial perturbations,vulnerable to
adversarial perturbations,robustness guarantees,raises concerns about
adversarial training methods,adversarial perturbations,developed to address
theoretical work,adversarial robustness,focuses on understanding
over-parameterization,robustness,necessary condition for
interpolation,number of parameters,requires at least linear in
number of parameters,number of data,linear relation to
robustness,smooth interpolation,requires
interpolation,number of parameters p,requires p at least linear in N
smooth interpolation (robustness),number of parameters p,requires p > dN
number of parameters p,number of data samples N,condition p > dN for robustness
input dimension d,condition p > dN,is part of
law of robustness,parametric model,holds for any
Bubeck & Sellke (2021),law of robustness,proposed
Bubeck et al. (2021),two-layer neural network,conjectured existence of model with minimal parameters
condition p > dN,robustness,is both necessary and sufficient for
over-parameterization,adversarial robustness,may be sufficient condition for
sensitivity measure,"∥∇zf (z, θ)∥2",proportional to
"∥∇zf (z, θ)∥2",robustness,leads to more stringent requirement on
sensitivity measure,perturbation stability,more stringent than
Zhu et al. (2022),perturbation stability,considered
