node_1,node_2,edge
Bi-Stride Multi-Scale Graph Neural Network,physical simulation,used for efficient learning of
Graph Neural Networks,physical simulation,used for learning
multi-scale structures,Graph Neural Networks,introduced to improve
bi-stride pooling,multi-scale Graph Neural Networks,is a novel pooling strategy for
bi-stride pooling,breadth-first search,pools nodes on every other frontier of
bi-stride pooling,coarser meshes,eliminates need for manual drawing of
bi-stride pooling,wrong edges,avoids introducing
BSMS-GNN,bi-stride pooling,is based on
BSMS-GNN,existing methods,outperforms in accuracy and efficiency
Message Passings,Graph Neural Networks,are stacked in
over-smoothing,Graph Neural Networks,is a challenge in
U-Nets,BSMS-GNN,resembles in pooling and unpooling scheme
Simulating physical systems,Partial differential equations (PDEs),solved through numerically solving
Partial differential equations (PDEs),Solid mechanics,applied to
Partial differential equations (PDEs),Fluid dynamics,applied to
Partial differential equations (PDEs),Aerodynamics,applied to
Partial differential equations (PDEs),Heat transfer,applied to
Traditional numerical solvers,Computationally expensive,are often
Machine learning community,Traditional solvers,aims to improve efficiency or replace
End-to-end frameworks,Learned models,are a type of
Physics-informed losses,Learned models,are utilized in
Convolutional neural networks (CNNs),Existing works,applied in
Convolutional Neural Networks (CNNs),structured grids,applied to physical systems on
Convolutional Neural Networks (CNNs),unstructured meshes,difficult to apply on
irregular domains,rectangular shapes,deformed into
Graph Neural Networks (GNNs),physics-based simulations,used in
Graph Neural Networks (GNNs),unstructured meshes,applied to
naive GNN approach,multiple MPs (Message Passing layers),stacks
graph size increase,quadratic complexity,leads to
graph convolution,low-pass filter,seen as
low-pass filter,oversmoothing,causes
