node_1,node_2,edge
Unit Scaling,low-precision training,is a paradigm for
Unit Scaling,FP16,enables training in
Unit Scaling,FP8,enables training in
Unit Scaling,unit variance,seeks
unit variance,weights,applied to
unit variance,activations,applied to
unit variance,gradients,applied to
Unit Scaling,initialisation,applied at
Unit Scaling,BERTLARGE,demonstrated on
FP16,FP8,lower precision than
low-precision number formats,efficiency gains,offer
Moore’s law,Dennard scaling,related to
Moore’s law,Dennard scaling,"ended together, leading to need for alternative efficiency techniques"
low-precision number formats,"compute, memory and bandwidth usage",depends on bit-width of format
Unit scaling,FFN layer,applied to multiply each tensor by fixed scalar for consistent scale
loss scale,scale of tensor,"controls scale, replaced by unit scaling"
FP16,exponent values,has available exponent range shown in histogram
FP8 E4 format,Noune et al. (2022),introduced by
integer quantisation,inference,possible for inference
floating point formats,training,required for training
integer quantisation,floating point formats,contrasted with for training
32-bit floats,mixed precision strategies,superseded by
mixed precision strategies,16-bit formats,places values into
8-bit floating-point hardware,accurate 8-bit training,enables
low-precision formats,absolute range of representable values,reduces
low-precision formats,quantisation noise,increases
existing techniques,additional overhead,introduces
existing techniques,manual tuning,requires
floating-point format,sign bit,defined by
floating-point format,exponent,defined by
floating-point format,mantissa,defined by
exponent,bias,uses
mantissa,1 + bmant / 2^M,equals
value,(-1)^bsign × 2^exponent × mantissa,equals
