node_1,node_2,edge
Bayesian persuasion,informed sender,involves
Bayesian persuasion,rational receivers,involves
informed sender,beliefs,influences
rational receivers,Bayesian updating,uses
Bayesian updating,common prior,uses
online Bayesian persuasion,sender,involves
online Bayesian persuasion,receivers,involves
receivers,unknown types,have
receivers,adversarially selected types,have
single receiver,partial feedback,has
partial feedback,regret bound,yields
regret bound,O(T^{1/2}),is
multi-receiver setting,partial feedback,has
multi-receiver setting,no-regret guarantees,provides
type reporting,no-regret algorithms,enables
no-regret algorithms,polynomial per-iteration running time,have
type reporting,O(T^{1/2}) regret upper bound,guarantees
Bayesian persuasion framework,Kamenica & Gentzkow (2011),introduced by
Bayesian persuasion framework,economic model,is
sender,receiver,interact in a model with common prior
information,behavior,influences
model,strategic interactions,used for understanding
individuals,information,have different levels of
individuals,expertise,have different levels of
framework,advertising,applied in domain of
framework,voting,applied in domain of
framework,routing,applied in domain of
framework,security,applied in domain of
framework,sequential decision making,applied in domain of
framework,incentivized exploration,applied in domain of
incentivized exploration,multi-armed bandits,occurs in context of
sender,receiver,communicates via signaling scheme
sender,signaling scheme,publicly commits to
signaling scheme,states of nature,randomized mapping from
signaling scheme,signals,maps to
receiver,signal,observes
receiver,posterior distribution,computes
posterior distribution,states,over
receiver,action,selects to maximize expected utility
sender,payoff,obtains based on receiver's action and state
receiver,payoff,obtains based on own action and state
optimal signaling scheme,sender,maximizes expected utility for
Bayesian persuasion,computational perspective,studied from
original model,Kamenica & Gentzkow (2011),proposed by
original model,complex settings,extended to
complex settings,multiple receivers,includes games with
computational techniques,assumptions,can ease
robust algorithms,common-prior assumption,bypass
robustness of persuasion,assumptions,focused on
