node_1,node_2,edge
MLE,learning rate,estimates
MLE,Exp3 algorithm,applied to
learning rate,Exp3 algorithm,parameter of
learning rate,constant,can be
learning rate,polynomially decreasing,can be
MLE,prediction error,satisfies bounds for
MLE,estimation error,satisfies bounds for
Exp3 algorithm,reinforcement learning,belongs to
learning algorithms,cognitive science,used in
learning algorithms,reinforcement learning,associated with
reinforcement learning,human or animal behavior,used to model
realistic models,attentional effects,may take into account
realistic models,differences in reasoning,may take into account
realistic models,granularity of actions,may take into account
fitting of a particular model,individual,should be done per
fitting of a particular model,experience,should be done per
model (or algorithm),reality,suited to model
methodology for fitting learning algorithms,real learning data,applied to
MLE (Maximum Likelihood Estimation),estimate,used to
MLE,model parameters,estimates
training data,observations,are
training data,non stationary,are often
MLE,simulations,requires extensive
model parameters,estimator,affects behavior of
large learning rates,too fast learning,imply
too fast learning,MLE,prevents from performing well
MLE,theoretical guarantees,lacks
learning algorithm,real data,fits to
Skinner box experiment,operant conditioning,studies
