node_1,node_2,edge
Differentially Private Optimization,Stationary Points,studies approximation of
Stationary Points,α-stationary point,defined as
α-stationary point,function F,satisfies gradient norm condition for
Lipschitz functions,smooth functions,are assumptions for optimization
"(ε, δ)-differential privacy",finite-sum setting,applied in
"(ε, δ)-differential privacy",stochastic setting,applied in
stochastic optimization,population risk,aims to find stationary points of
population risk,n samples,estimated from
finite-sum setting,efficient algorithm,provides
convexity,sample complexity,characterizes under additional assumption
sample complexity,population stationarity,optimal rate for
dimension-independent rates,population risk,achieved for
Generalized Linear Models (GLM),population stationarity,achieves dimension-independent rates on
Generalized Linear Models (GLM),design matrix,rank of design matrix influences rate
differential privacy (DP),machine learning models,protects users' data in
differential privacy (DP),nonconvex optimization,constraint for solving
differential privacy,nonconvex optimization,constrains
nonconvex optimization,stationary points,task of approximating
stationary points,global minima,can be equivalent to
SPIDER algorithm,gradient estimators,uses
gradient estimators,tree-aggregation data structure,built using
population risk,stationary points,approximating
differential privacy,population risk,applied to optimization of
oracle complexity,algorithm,property of
