node_1,node_2,edge
Half-Hop,graph upsampling approach,is a
Half-Hop,slowing down message passing,aims at
message passing neural networks,graph-structured data,operate on
message passing,over-smoothing,can lead to
message passing,failure when neighboring nodes belong to different classes,can cause
Half-Hop,adding slow nodes,works by
slow nodes,edges,added at
slow nodes,communication between source and target node,mediate
Half-Hop,input graph,modifies
Half-Hop,plug-and-play,is
Half-Hop,existing models,easy to use with
slowing down message passing,theoretical and empirical analyses,benefits explained via
Half-Hop,supervised benchmarks,reports results on
Half-Hop,self-supervised benchmarks,reports results on
Half-Hop,heterophilic conditions,shows improvements in
heterophilic conditions,adjacent nodes with different labels,characterized by
Half-Hop,augmentations for self-supervised learning,can generate
slow nodes,multi-scale views,generate
multi-scale views,variable path lengths,have
Graph neural networks,message passing,relies on
message passing,graph structure,leverages
recommender systems,Graph neural networks,applied in
Graph neural networks,drug discovery,applied in
Graph neural networks,heterophilic graphs,challenged by
message passing,limiting,can be
graphs,highly variable,are
building general approaches,learning on graphs,challenge for
Half-Hop,message passing neural networks,improves learning in
Half-Hop,input graph,upsamples
slow nodes,edges,introduced along
slow nodes,messages,slows down
Half-Hop,existing models and architectures,plug-and-play with
Half-Hop,supervised node classification,applied to
Half-Hop,self-supervised node classification,applied to
Half-Hop,GRACE,improves performance of
Half-Hop,BGRL,improves performance of
Half-Hop,GNNs,improves performance of
