node_1,node_2,edge
ED-Batch,batching,implements efficient automatic batching for dynamic neural networks
batching,dynamic neural networks,is challenging for
dynamic neural networks,dataflow graph,varies per input instance
ED-Batch,finite state machines,uses to discover batching policies
finite state machines,batching policies,enables automatic discovery of
batching policies,reinforcement learning,are discovered via
ED-Batch,memory planning,includes batching-policy-aware memory planning
memory planning,PQ tree-based algorithm,is automated by
PQ tree-based algorithm,data movement overheads,saves significant
ED-Batch,state-of-the-art frameworks,"speeds up by 1.15x, 1.39x, and 2.45x"
batching,kernel launch,reduces overhead of
batching,scheduling overhead,reduces on CPU
deep neural networks (DNN),kernel launch and scheduling overhead,reduces
deep neural networks (DNN),parallelism,exploits
static DNNs,batched execution,is trivial for
static DNNs,dataflow graphs,have identical
dynamic DNNs,network structure,exhibit dynamism in
dynamic DNNs,batching,is non-trivial for
dynamic DNNs,compilation,cannot be batched during
dynamic batching,operation-level batching,is a form of
dynamic batching,runtime,enables at
extracting static subgraphs,dynamic DNNs,is a method for efficient execution of
runtime,dynamic batching,approach for
dynamic batching,simple heuristics,relies on
static subgraphs,dataflow graph,extracted from
static subgraphs,LSTM cells,example of
static subgraphs,optimization,used for
optimization,compilation,performed during
dynamic batching,suboptimal performance,leads to
techniques,control flow patterns,dedicated to
techniques,subgraphs,dedicated to
optimization,automation,difficult to
past techniques,inter-tensor memory layouts,unable to optimize
past solutions,gather/scatter operations,emit
past solutions,hand-optimized kernels,rely on
hand-optimized kernels,scattered data,operate on
ED-Batch,Efficient Dynamic Batching,stands for
ED-Batch,automatic batching framework,is an
ED-Batch,learned finite state machines,uses
ED-Batch,batching-aware memory planning,uses
dynamic DNNs,optimal batching policy,can have
