node_1,node_2,edge
Stochastic projected gradient methods,Constrained smooth nonconvex optimization,analyzed for
Dependent data sampling scheme,Stochastic projected gradient methods,used in
Convergence rate,Stochastic projected gradient methods,characterized by
Worst-case rate,Convergence rate,is a type of
ε-near stationary point,Convergence rate,achieved by
Moreau envelope,ε-near stationary point,measured by gradient norm of
Gradient mapping,ε-near stationary point,measured by norm of
Mixing condition,Dependent data sampling scheme,required for
Markov chain sampling algorithms,Mixing condition,satisfies
Stochastic proximal gradient methods,Dependent data,convergence results with
AdaGrad,Dependent data,convergence results with
Heavy ball momentum,Dependent data,convergence results with
Online nonnegative matrix factorization,Stochastic projected gradient methods,obtained via
Adaptive step sizes,Online nonnegative matrix factorization,used in
minimization of a function,expectation,is given as
θ*,minimization of a function,is the minimizer of
f(θ),expectation,is defined as
π,distribution,is a
π,sample space Ω,is defined on
"ℓ(θ, x)",per-sample loss function,is a
Θ,closed convex set,is a
projection proj(θ),Θ,projects onto
f,smooth and possibly nonconvex function,is assumed to be
constrained nonconvex optimization,dependent data,arises with
decentralized constrained optimization,networked systems,occurs over
i.i.d. sampling,dependent sampling,requires more communication than
policy evaluation,reinforcement learning,is an application in
Markovian data,Markov Decision Process,is naturally present in
online nonnegative matrix factorization,network denoising,is an application of
projected stochastic gradient descent (SGD),constrained nonconvex problems,used for
projected stochastic gradient descent (SGD),unconstrained nonconvex optimization,compared to
weakly convex optimization,projected/proximal SGD (PSGD),framework for
SGD with heavy ball momentum,projected/proximal SGD (PSGD),extension of
AMSGrad,projected/proximal SGD (PSGD),extension of
AdaGrad,projected/proximal SGD (PSGD),extension of
i.i.d. sampling,projected/proximal SGD (PSGD),required by
non-i.i.d. data,optimization,studied in
gradient/mirror descent,non-i.i.d. data,used for
block coordinate descent,non-i.i.d. data,used for
SGD,convex problems,used for
dependent data,unconstrained nonconvex case,assumption for
