node_1,node_2,edge
Tensor Decompositions,Control Theory,meet in the context of learning mixtures of linear dynamical systems
Mixtures of Linear Dynamical Systems,Linear Dynamical Systems,are composed of
Chen and Poor,Mixtures of Linear Dynamical Systems,initiated the study of learning
Tensor Decompositions,Mixtures of Linear Dynamical Systems,provide a new approach to learning
Ho-Kalman algorithm,Tensor Decomposition methods,is a relative of
Ho-Kalman algorithm,Latent variable models,used for learning
Bayes optimal clustering,Trajectories,clusters
Algorithm,Partially-observed setting,works in
Linear Dynamical Systems,Time-series data,model
Mixture models,Linear Dynamical Systems,can lead to better fit or richer understanding of subpopulations
"Aixt + Biut + wt, yt = Cixt + Diut + zt",ut,control inputs
"Aixt + Biut + wt, yt = Cixt + Diut + zt",wt,process noise
"Aixt + Biut + wt, yt = Cixt + Diut + zt",zt,observation noise
input-output sequence,"(u1, y1), (u2, y2), · · · , (uT , yT)",observed data
goal,learn the inputs to the system,objective
system identification,control theory,classic problem in
mixture models,many short trajectories,observed instead of one long trajectory
mixture models,unlabelled trajectories,complication: unknown which system generated which
microbiome,community of microorganisms,is a
microbiome,host,live in
microbiome,community of microorganisms,is a
microbiome,host,lives in
microbiome,human health,plays a key role in
microbiome,environment,affected by
microbiome composition,dynamical systems,modeled using
dynamical systems,biological insights,used to discover
dynamical systems,mixture model,can be combined with
mixture model,heterogeneous dynamics,used for
dynamical systems,biology,applied in
dynamical systems,engineering,applied in
mixture model,subpopulations,helps understand
Chen and Poor,algorithms for learning mixtures of linear dynamical systems,gave first efficient
Chen and Poor,ICML 2022 Outstanding Paper award,received
two-stage approach,coarse estimates,uses
two-stage approach,clustering trajectories,involves
stationary covariances,subspaces,used to find
subspaces,trajectories,well-separate
this work,new approach for learning mixtures of linear dynamical systems,gives
new approach,tensor,based on
