node_1,node_2,edge
Context-Aware Bayesian Network Actor-Critic Methods,Cooperative Multi-Agent Reinforcement Learning,method for
Bayesian network,action correlations,inaugurates
action correlations,joint policy,part of
multi-agent policy gradient formula,Bayesian network joint policy,derived under
global convergence,Nash equilibria,proven to
tabular softmax policy parameterization,cooperative Markov games,used in
differentiable directed acyclic graphs (DAGs),MARL algorithms,equips
context-aware Bayesian network policies,partial observability,learned in scenarios with
sparsity of the learned DAG,training process,decreased throughout
weakly or purely independent policies,decentralized execution,leads to
DAG,training process,occurs throughout
DAG,weakly or purely independent policies,leads to
weakly or purely independent policies,decentralized execution,used for
cooperative multi-agent reinforcement learning (MARL),autonomous agents,equips with planning and learning capability
cooperative multi-agent reinforcement learning (MARL),joint utility or reward signals,maximizes
joint utility or reward signals,reinforcement learning (RL) literature,defined in
cooperative MARL,real-world applications,provides paradigm for
real-world applications,traffic control,includes
real-world applications,coordination of multi-robot systems,includes
real-world applications,power grid management,includes
multi-agent joint action spaces,number of agents,grows exponentially with
multi-agent joint action spaces,scalability issues,imposes
cooperative MARL methods,product policies,only consider
product policies,local action,each agent selects independently
product policies,cooperative tasks,comes at a cost for
product policies,joint policies,subset of
product policies,suboptimal joint policies,can lead to
correlated policies,joint policies,subset of
cooperative multi-agent joint policies,correlations,require
Bayesian network (BN),joint policy,represents
Bayesian network (BN),conditional dependencies,represents
conditional dependencies,agents’ local actions,between
directed acyclic graph (DAG),Bayesian network (BN),structure of
DAG topology structure,important dependencies,captures
BN joint policies,cooperative Markov game framework,formalized in
BN policy gradient formula,BN joint policies,derived from
BN policy gradient formula,global convergence,proven to achieve
