node_1,node_2,edge
CLUTR,Curriculum Learning via Unsupervised Task Representation Learning,is the acronym for
CLUTR,unsupervised curriculum learning algorithm,is a type of
CLUTR,task representation,decouples task representation and curriculum learning
CLUTR,curriculum learning,decouples task representation and curriculum learning
CLUTR,two-stage optimization,uses
CLUTR,recurrent variational autoencoder,trains on randomly generated tasks
recurrent variational autoencoder,latent task manifold,learns
CLUTR,teacher agent,uses to create a curriculum
teacher agent,minimax REGRET-based objective,maximizes
minimax REGRET-based objective,latent tasks,applied to a set of
latent tasks,latent task manifold,sampled from
CLUTR,non-stationarity problem,overcomes
CLUTR,stability,improves
Unsupervised Environment Design (UED),zero-shot generalization,is a paradigm for
Unsupervised Environment Design (UED),task distribution,simultaneously learns task distribution and agent policies
Unsupervised Environment Design (UED),agent policies,simultaneously learns task distribution and agent policies
task distribution,agent policies,evolves along with
CLUTR,PAIRED,outperforms
PAIRED,UED method,is a principled and popular
CLUTR,PAIRED,outperforms
CLUTR,zero-shot generalization,achieves improvement in
CLUTR,non-UED state-of-the-art,performs comparably to
CLUTR,environment interactions,requires fewer
non-stationarity problem,stability,improves
Deep Reinforcement Learning (RL),sample inefficiency,known for
Deep Reinforcement Learning (RL),difficult generalization,known for
Curriculum Learning (CL),RL sample efficiency,improves
Unsupervised Environment Design (UED),Curriculum Learning (CL),is a class of
Unsupervised Environment Design (UED),zero-shot generalization,shows promising
Unsupervised Environment Design (UED),training tasks,automatically generates
Unsupervised Environment Design (UED),curriculum,adapts
UED algorithms,teacher,employ
teacher,training tasks,generates
teacher,free parameters of the environment,samples
teacher,adaptive,can be
teacher,random,can be
adaptive UED teachers,PAIRED,includes
adaptive UED teachers,REPAIRED,includes
PAIRED,RL agents,implemented as
REPAIRED,RL agents,implemented as
teacher agent,student agent’s regret,aims to maximize
student agent’s regret,performance gap,defined as
performance gap,student agent,between
performance gap,optimal policy,between
adaptive teacher UEDs,sample inefficient,are
sample inefficiency,difficulty of training a regret based RL teacher,attributed to
teacher,sparse reward,receives
sparse reward,full parameterization of a task,after specifying
long-horizon credit assignment problem,sparse reward,caused by
teacher agent,combinatorial explosion problem,faces
combinatorial explosion problem,permutation invariant parameter space,if
