node_1,node_2,edge
Robust Weight Signature (RWS),model weights,is a pattern extracted from
Robust Weight Signature (RWS),robustness,encodes
Robust Weight Signature (RWS),corruption types,discriminative and indicative of
Robust Weight Signature (RWS),model architecture,obtained by
Robust Weight Signature (RWS),datasets,transferable across
model trained on clean data,Robust Weight Signature (RWS),combined with to achieve robustness
robustness patching framework,Robust Weight Signature (RWS),uses pre-extracted
robustness patching framework,model trained on clean data,carries
injecting robustness,adding the RWS,reduced to
weight difference after projection,Robust Weight Signature (RWS),is called
shallow layers,weight differences,mostly found in
clean data,RWSs,trained together with
RWSs,model robustness,injects
RWSs,weight,added to
RWSs,shallowest few layers,concentrates on
RWSs,quantization,can be painlessly quantized
RWSs,full weight copy,more compact than
RWSs,clean model,can be taken off to restore
RWSs,robustness strength,controls via linear re-scaling
multiple RWSs,comprehensive robustness,adds simultaneously to patch
RWSs,clean model backbone,remains effective when adapted or updated
RWSs,cross-dataset transferability,has outstanding
safety risks,adversarial attacks,includes
safety risks,backdoor attacks,includes
safety risks,distribution shifts,includes
distribution shifts,natural corruptions,includes
distribution shifts,sensory perturbations,includes
distribution shifts,domain shifts,includes
natural corruptions,camera noise,example of
natural corruptions,motion blur,example of
natural corruptions,adverse weather,example of
sensory perturbations,sensor transient error,example of
sensory perturbations,electromagnetic interference,example of
domain shifts,summer to winter,example of
domain shifts,daytime to night,example of
model robustness,distribution shifts,strengthened against
model robustness,natural corruptions,focus of paper
solutions for robustness,data augmentation,includes
solutions for robustness,stability-aware training,includes
solutions for robustness,leveraging pre-trained models,includes
solutions for robustness,training on larger and more diverse data,includes
