node_1,node_2,edge
Neural Continuous-Discrete State Space Model (NCDSSM),Irregularly-Sampled Time Series,models
Neural Continuous-Discrete State Space Model (NCDSSM),continuous-time modeling,performs
Neural Continuous-Discrete State Space Model (NCDSSM),discrete-time observations,uses as input
Neural Continuous-Discrete State Space Model (NCDSSM),auxiliary variables,employs to disentangle recognition from dynamics
Neural Continuous-Discrete State Space Model (NCDSSM),Bayesian inference,performs for dynamic states
Neural Continuous-Discrete State Space Model (NCDSSM),latent dynamics,proposes flexible parameterizations of
Neural Continuous-Discrete State Space Model (NCDSSM),imputation and forecasting,improves performance on
State space models (SSMs),time series data,provide framework for modeling
State space models (SSMs),neural networks,combined with for time series tasks
continuous-discrete filtering theory,Bayesian inference,enables accurate
State Space Models (SSMs),neural networks,combined with
State Space Models (SSMs),time series tasks,effective for
time series tasks,segmentation,includes
time series tasks,imputation,includes
time series tasks,forecasting,includes
existing models,discrete time setting,limited to
discrete time setting,uniformly sampled,characterized by
real world data,physical systems,comes from
real world data,biological systems,comes from
real world data,business systems,comes from
Neural Continuous-Discrete State Space Model,generative model,is a type of
state (zt),continuous time,evolves in
auxiliary variables (ak),discrete timesteps,emitted at
observations (yk),discrete timesteps,emitted at
amortized variational distribution,auxiliary variables,samples from
auxiliary variables,pseudo-observations,used as
pseudo-observations,continuous-discrete SSM,condition and perform inference in
variables,pseudo-observations,used as
continuous-discrete SSM,variables,conditioned and inferred using
world,irregular intervals,available at
continuous-time latent processes,irregularly-sampled discrete-time observations,modeled with
time series model,stochasticity,models
time series model,inference of system state,enables efficient and accurate
latent variable models,neural differential equations,based on
neural differential equations,continuous-time modeling,used for
ODE-based models,deterministic latent dynamics,employ
ODE-based models,restrictive bottleneck,creates
SDE-based models,stochastic latent dynamics,use
SDE-based models,variational approximation,perform
posterior SDEs,new observations,incorporate in ad-hoc manner
posterior SDEs,disparity,potentially results in
disparity,posterior and generative transition dynamics,between
disparity,non-Markovian state space,results in
