node_1,node_2,edge
Causal representation learning,high-level latent factors,seeks to extract
Causal representation learning,low-level sensory data,extracts from
Observational data,latent factors,relies on structural assumptions to identify
Interventional data,causal representation learning,facilitates
Interventional data,geometric signatures,carries
Geometric signatures,latent factors’ support,reflects
Latent factors,causally connected,can be
Interventions,dependency between intervened latents’ support and ancestors’,can break
Perfect do interventions,latent causal factors,enables identification up to permutation and scaling
Imperfect interventions,block affine identification,enables
Block affine identification,estimated latent factors,results in entanglement with few other latents
Interventional data,provable identification of latent factors,enables without distribution or dependency assumptions
latent factors,assumptions,no assumptions about distributions or dependency structure
GPT-3,representation learners,is an example of
CLIP,representation learners,is an example of
deep learning models,human ability,far from in adapting to new situations and tasks
distribution shifts,new situations,related to
causal knowledge,humans,encapsulated by
causal knowledge,reusable and recomposable way,characterized as
child (Z2),parent (Z1),conditional on
do intervention,parent (Z1),makes support of child independent of
perfect intervention,parent (Z1),makes support of child independent of
imperfect interventions,parent (Z1),makes support of child independent of
intervention on child,parent (Z1),reduces impact of
causal representation learning,provable representation identification,core task in
provable representation identification,natural latent factors,identifies
provable representation identification,arbitrary data-generating process,impossible for
real data,additional structures,exhibits
conditional independence,latents,given auxiliary information
sparsity,causal connections among latents,leverages
sparse variation,latents over time,relies on
observational data,provable representation identification,used to achieve
dependency structure of latents,provable representation identification,assumptions on
interventional data,observational data,contrasted with
