node_1,node_2,edge
Stochastic Gradient Descent,AdaGrad stepsizes,uses
AdaGrad stepsizes,adaptive (self-tuning) method,is a
AdaGrad stepsizes,first-order stochastic optimization,used for
SGD with AdaGrad stepsizes,convex case,analyzed in
SGD with AdaGrad stepsizes,non-convex (smooth) case,analyzed in
SGD with AdaGrad stepsizes,affine variance noise model,supports
SGD with AdaGrad stepsizes,sharp rates of convergence,provides
SGD,stochastic gradient,uses
SGD update,stepsize,depends on
adaptive gradient methods,stepsizes,computed adaptively based on magnitudes of previous stochastic gradients
adaptive gradient methods,optimization theory,lacking in theory compared to non-adaptive counterparts
non-adaptive counterparts,adaptive gradient methods,well studied vs lacking optimization theory
smooth and non-convex setting,adaptive methods,attracts much interest for analysis
convergence,assumptions,established under assumptions like noise type and gradient boundedness
noise,convergence analysis,"type of noise (bounded variance, sub-Gaussian, etc.) assumed"
true gradients,stochastic gradients,whether uniformly bounded is an assumption
step-size,current stochastic gradient,"may depend or not depend on it, introducing bias"
AdaSGD,AdaGrad-Norm,also known as
AdaSGD,SGD,performs SGD updates with adaptive stepsizes
AdaSGD,stepsizes,uses stepsizes defined by formula involving cumulative gradient norms
AdaSGD,convergence results,has numerous convergence results in literature
convergence results,global Lipschitz assumption,often require strong global Lipschitz assumption
convergence results,partial knowledge of problem parameters,some require partial knowledge of problem parameters
Faw et al. (2022),limiting assumptions,does not impose global Lipschitz or parameter knowledge assumptions
Faw et al. (2022),high probability bounds,bounds do not hold with high probability
AdaSGD,adaptive optimization method,is a simple and well-studied adaptive optimization method
