node_1,node_2,edge
second-order scoring rules,epistemic uncertainty quantification,used for
proper scoring rules,first-order learners,provide incentive for faithful representation
second-order learner,distributions on probability distributions,provides predictions in terms of
second-order predictors,loss minimisation,based on
second-order scoring rules,generalised notion,introduced as
epistemic uncertainty,lack of knowledge and data,caused by
aleatoric uncertainty,probabilistic predictions,captured by
empirical risk minimisation,proper scoring rules,uses as loss functions
predictive uncertainty,supervised learning,is a type of uncertainty studied in
aleatoric uncertainty,epistemic uncertainty,is distinguished from
second-order predictors,aleatoric uncertainty,used to capture
second-order predictors,epistemic uncertainty,used to express
second-order predictors,probability distribution,maps query instance to
probabilistic predictor,aleatoric uncertainty,captures
conditional probability,ground-truth,is assumed as
epistemic uncertainty,learner,expresses lack of knowledge of
learner,epistemic uncertainty,expresses lack of knowledge about
learner,second-order distribution Q,predicts
second-order distribution Q,candidate distributions p*,assigns probabilities to
second-order predictor H,"empirical data (x, y)",trained on
second-order predictor H,empirical risk minimisation,trained using extensions of
second-order loss function L2,second-order predictions Q,compares with actual outcomes
second-order loss function L2,outcome y,evaluates loss against
second-order loss functions,classification,proposed for
second-order loss functions,regression,proposed for
Bengs et al. (2022),second-order loss functions,showed theoretical shortcomings of
