node_1,node_2,edge
Generative deep linear networks,Bures-Wasserstein distance,trained with
Bures-Wasserstein distance,covariance matrices,minimized over
Deep matrix factorization model,covariance matrices,models
Critical points,Bures-Wasserstein distance,characterized for
Minimizers,Bures-Wasserstein distance,characterized for
Hessian,low-rank matrices,blows up at
Gradient flow,smooth perturbative loss,converges using
Gradient descent,initial weights,converges under assumptions on
Deep linear neural network generator,Gaussian distributions,generates
Target Gaussian distribution,deep linear neural network generator,approximated by
linear neural network,Gaussian distributions,generates by minimizing Bures-Wasserstein distance
Bures-Wasserstein distance,linear neural network,is minimized to generate Gaussian distributions
deep linear networks,squared error loss,are optimized for a loss qualitatively different from
generative networks,Wasserstein generative adversarial networks,includes as an instance
parameter optimization problem,generative networks,is a simplified instance of
deep linear networks,neural networks,are a type of
deep linear networks,identity activation function,have as activation function
deep linear networks,simplified models,serve as
optimization landscapes,neural networks,are properties of parameter optimization procedures for
linear networks,theoretical analysis of neural networks,guided the development of useful notions and intuitions in
linear networks,absence of bad local minima,related to
linear networks,parametrization and overparametrization,role in gradient optimization
linear networks,squared error loss,interacts with geometry of
linear networks,different losses,behavior optimized with
Bures-Wasserstein distance,Hermitian operators,introduced to study
Bures-Wasserstein distance,density matrices,studied in quantum information
Bures-Wasserstein distance,space of positive semi-definite matrices,induces a metric on
Bures-Wasserstein distance,2-Wasserstein distance,corresponds to
2-Wasserstein distance,centered Gaussian distributions,distance between
Wasserstein distances,disjointly supported measures,remain well defined between
Wasserstein distances,duality formulations,have
